Lemma,poscode,surface
"Pano Cap Do Brasil Industria E Comercio De Plasticos Lt",3,
"Mapric Produtos Farmacocosmeticos Ltda",3,
"Villa Textil Ltda",3,
"Daihatsu Ind E Com De Moveis E Aparelhos Eletricos Ltda",3,
"Robuschi Do Brasil Comercio, Importacao E Exportacao De",3,
"Rebitex Industria E Comercio De Maquinas Ltda. - Epp",3,
"Imb Comercio De Moveis Ltda.",3,
"Comercio E Industria De Mandioca Paulista Ltda",3,
"Amftek Industria E Comercio De Maquinas Ltda - Me",3,
"Yolhmer Elewis Vivas Torrealba",3,
"Zhang Qing",3,
"Starpac Comercial Ltda",3,
"Vergaplast Industria E Comercio De Plasticos E Condutor",3,
"Circunferencia Artefatos De Couro Ltda - Me",3,
"Empresa Brasileira De Cirurgia Veterinaria Ltda",3,
"Euro Electra Do Brasil Industria Eletroeletronica Ltda",3,
"Fb Audio Ltda - Me",3,
"Casa Da Botina Industria E Comercio Ltda - Epp",3,
"S R Carazzatto - Epp",3,
"Adc Comercio De Artigos Esportivos Ltda. - Me",3,
"Epm Tecnologia E Equipamentos Ltda",3,
"Techseal Vedacoes Tecnicas S/a",3,
"Jessica Fashion Bijuterias Ltda - Me",3,
"Heidrich Industrial Mercantil E Agricola Sa",3,
"Landh's Industria E Comercio De Artigos De Cutelaria Lt",3,
"Gram-clip Industria De Maquinas E Grampos Para Embalage",3,
"Silleban Confeccoes E Comercio De Materiais De Escritor",3,
"Calcados Italianinho Ltda",3,
"Balaska Equipe Industria E Comercio Ltda",3,
"Cleilton Porto Da Silva Importacao Eireli - Epp",3,
"Hydronics Projetos E Equipamentos Ltda",3,
"Quimigel Industria, Comercio E Servicos Aereos Especial",3,
"Textil Tres Ellos Ltda",3,
"Equipcer Industria, Comercio, Importacao E Exportacao D",3,
"Mereb Bijuterias Ltda - Epp",3,
"Biner Acessorios Ltda - Epp",3,
"Volt Equipamentos Eletronicos - Eireli",3,
"Cauduro Industria E Comercio Do Vestuario Ltda",3,
"J. Padua Graficos Ltda",3,
"Evo Produtos Sustentaveis Ltda",3,
"Eurostar Do Brasil S/a.",3,
"Betterway Comercio Varejista De Ferragens E Ferramentas",3,
"Vibropac Industria E Comercio De Equipamentos Ltda",3,
"Wilaplast Industria De Injetados Ltda",3,
"Barion Industria E Comercio De Alimentos S/a",3,
"Marcanti Industria E Comercio De Plasticos Ltda",3,
"Fabrica De Elasticos Sao Jose Ltda",3,
"Bombas Submersas Maxi 2000 Ltda. - Me",3,
"Papelfix Industria E Comercio De Grampos - Eireli",3,
"Carolfix Comercio De Fixacao E Rolamentos Ltda - Epp",3,
"Bonk Comercio De Ferramentas Ltda - Epp",3,
"Gerresheimer Sistemas Plasticos Medicinais Sao Paulo Lt",3,
"Luis Afonso Tedesco",3,
"Noja Power Switchgear Do Brasil Equipamentos De Chaveam",3,
"Jr Shoes Comercio De Calcados Ltda",3,
"Metalus-industria Mecanica Ltda",3,
"Scarfme Industria E Comercio De Lencos Ltda - Me",3,
"Embriosemem - Equipamentos Agropecuarios Ltda - Epp",3,
"Abm - American Building Machinery Ltda - Eireli - Epp",3,
"Fere Industria E Comercio Ltda - Epp",3,
"Sigma Do Brasil - Granitos E Marmores Eireli - Epp",3,
"Empac-empresa De Artefatos De Concreto Ltda",3,
"K & N Solucoes Em Importacao E Exportacao Ltda - Epp",3,
"Enginstrel Engematic Instrumentacao Ltda",3,
"I.m.s. Racing Comercial E Distribuidora Ltda",3,
"Nec Latin America S.a.",3,
"Ilumitec Industria, Comercio E Manutencao De Conexoes E",3,
"Hunter Industria E Comercio Ltda.",3,
"Incoparts Industria E Comercio De Pecas Ltda",3,
"Fhaizer Industrial Ltda",3,
"Anibal Da Conceicao Urbano Simoes",3,
"Panmarine Equipamentos E Servicos Ltda",3,
"Industrade Representacoes Internacionais E Comercio Ltd",3,
"Consoli & Cia Ltda - Epp",3,
"Mcs - Comercio De Abrasivos Ltda - Me",3,
"Dimato Importacao E Exportacao Ltda",3,
"Profissional Tintas Ltda",3,
"Inndispensabile Comercio De Bijouterias Ltda - Epp",3,
"3f Comercio De Alimentos Ltda",3,
"Buzatex Textil Ltda",3,
"Bp Energy Do Brasil Ltda",3,
"Q V S Industria E Comercio De Produtos Eletronicos Ltda",3,
"A Verdade Comercio De Material Biblico Ltda - Me",3,
"Marvin Blits Miranda Arzadum - Me",3,
"Global Parts Ltda",3,
"Jorani Do Brasil Plasticos Eireli - Epp",3,
"Promotors Industria E Comercio Ltda",3,
"Potenza Comercio E Fabricacao De Equipamentos Hidraulic",3,
"Frank's International Brasil Ltda",3,
"Maxxibrands International Eireli - Me",3,
"Texbros Comercial Importadora Textil Ltda",3,
"Made in Guarda Comercio De Confeccoes Ltda - Epp",3,
"Msp Industria E Comercio De Moveis Ltda - Me",3,
"Bk Confeccoes Ltda - Epp",3,
"Tecwise Sistemas De Automacao Ltda",3,
"Zeex Industria E Comercio Ltda",3,
"Dispec Do Brasil Industria E Comercio De Produtos Agrop",3,
"M Mendes De Lima Comercio De Maquinas Agricolas - Me",3,
"Imc- Engenharia De Soldagem, Instrumentacao E Automacao",3,
"Abezen Industria E Comercio De Borrachas Ltda - Epp",3,
"Tecno Flash Eireli - Me",3,
"Laboratorio Avamiller De Cosmeticos Ltda",3,
"Genius Tyres Eireli - Me",3,
"Timol Industria E Comercio De Produtos Magneticos Eirel",3,
"Montec/ceramitec Equipamentos Ceramicos Ltda - Epp",3,
"Helevar Comercio E Importacao De Produtos Metalurgicos",3,
"Netshow Comercial E Servicos Ltda - Epp",3,
"Copelmi Mineracao Ltda",3,
"A a Mattedi Industria E Comercio De Equipamentos De Cin",3,
"Basile Quimica Industria E Comercio Ltda",3,
"Lunda Distribuidora Importacao E Exportacao De Equipame",3,
"Portatil Equipamentos De Informatica Eireli",3,
"Primazza Artes Graficas E Participacoes Eireli",3,
"Cosmoquimica Industria E Comercio Eireli",3,
"Mtk Equipamentos Industriais Ltda",3,
"Tormene Americana Do Brasil Equipamentos Para Gas Natur",3,
"Hiper Focco Distribuidora Ltda - Epp",3,
"Trieste Tecnologia Em Fragmentacao E Trading Ltda - Epp",3,
"Controltag Equipamentos Para Desenvolvimento Em Eletron",3,
"Frielo Do Brasil Industria E Comercio De Cosmeticos Ltd",3,
"Macnica Dhw Ltda",3,
"Perprotec Industria E Comercio De Telas Plasticas Ltda",3,
"Regisplast Industria E Comercio Ltda - Epp",3,
"Visium Biosseguranca Ltda - Epp",3,
"Sandrin Importacao E Exportacao Ltda - Epp",3,
"Ferro Ligas Brasil Eireli",3,
"Passamanaria Chacur - Eireli - Epp",3,
"Limex Importacao E Exportacao Ltda",3,
"Thermoid S/a Materiais De Friccao",3,
"Artefatos De Metais Rossoni Ltda",3,
"Bell'arte Industria De Estofados Ltda",3,
"Tesla Comercial Ltda",3,
"Br Company Importacao E Exportacao De Pecas Ltda",3,
"Fid Comercio Exterior Eireli",3,
"Semprecor Industria E Comercio De Acrilico Ltda - Epp",3,
"Gunnebo Industries Produtos Para Movimentacao De Cargas",3,
"Nogueira Brinquedos Ltda - Me",3,
"Slb Sociedade Luso Brasileira Ext E Com De Resina Ltda",3,
"Ilias Mantas Eireli - Me",3,
"Liser Hardmetal Industria E Comercio De Ferramentas Ltd",3,
"Alan Bertoldo Zluhan 04964240924",3,
"St.modas Industria E Comercio S/a.",3,
"Makmelt Industria De Maquinas Eireli",3,
"Brasil Sementes E Tecnologia Ltda - Epp",3,
"Pioneira Ind Comercio Ltda",3,
"Doce Paixao Lingerie Eireli - Me",3,
"Condumax - Eletro Metalurgica Ciafundi Ltda",3,
"A L S K Moda Eireli  - Me",3,
"Thiago Varoni Fiuza",3,
"Lia Agro Industria E Comercio Ltda - Me",3,
"David Manuel Faria  Canto - Me",3,
"Castell Comercial De Equipamentos Pecas E Servicos Eire",3,
"Scepp Industria E Comercio Ltda.",3,
"T.m.p. Industria E Comercio Ltda - Epp",3,
"Isofio Industria E Comercio Ltda",3,
"Foothills Industria E Comercio Ltda",3,
"J Galvao Da Silva Eireli  - Me",3,
"Higiefarm - Comercio, Importacao E Exportacao Ltda",3,
"Yamaguiti Comercio De Artigos Esportivos Ltda - Me",3,
"Vidracaria Modelo Industria De Vidros Ltda",3,
"Allplan Produtos Odontologicos Ltda - Me",3,
"Infinity Comercio, Importacao E Exportacao De Polpa De",3,
"Te-to Industria E Comercio De Ferramentas Ltda - Me",3,
"Sorella Comercio De Alimentos Ltda - Epp",3,
"Inga Aluminios Ltda - Epp",3,
"A.c.f Industria E Comercio Ltda - Epp",3,
"Verona Industria De Plasticos Ltda",3,
"Enroleixos Industria E Comercio De Pecas Ltda",3,
"Industria De Escovas Tiwin Ltda - Me",3,
"Everaldo Roque Lima - Me",3,
"Racri Comercio E Transportes Ltda",3,
"Lourens Benjamin Van Der Ven",3,
"Retin Industria E Comercio Ltda",3,
"Italtrade, Comercio, Importadora E Exportadora Ltda - M",3,
"D-x Industria, Comercio, Importacao E Exportacao Ltda -",3,
"Hummingbird Industria Aeronautica Ltda. - Me",3,
"Barkley Brazil Industria E Comercio Ltda  - Me",3,
"Komet Do Brasil Ltda",3,
"Eletrothermo Comercio E Industria Ltda - Me",3,
"Calcados Darela Ltda - Epp",3,
"Sulpen Industria, Comercio E Representacoes Ltda - Epp",3,
"Eurolink Importacao E Locacao De Equipamentos S/a",3,
"Metalurgica Girafer Ltda",3,
"R. G. De S. Melo & Cia Ltda - Me",3,
"Brauch Industrial Ltda",3,
"Guimaraes Industria & Comercio Ltda - Epp",3,
"Visual Industria E Comercio De Bijuterias Ltda - Epp",3,
"Polo Co Licenciamentos Ltda  - Me",3,
"Startec Industria E Comercio Ltda - Epp",3,
"Cr Colla Importacao E Exportacao Ltda",3,
"Poli-control Instrumentos De Contr Amb Ind E Com Ltda",3,
"Connect Consultoria E Comercio Exterior Ltda - Epp",3,
"Mecanica Serafina Ltda",3,
"Mp Tools Ferramentas Para Usinagem Ltda - Epp",3,
"Magnetec Industria Eletroeletronica Ltda - Epp",3,
"Francisca Ribeiro De Sousa",3,
"B. You Distribuicao E Exportacao S.a.",3,
"Tig - Trading International Granite Ltda",3,
"Hidex Maquinas Especiais Ltda - Epp",3,
"Bonandi Comercio E Representacoes Ltda - Epp",3,
"Sondex Brasil Comercio De Trocadores De Calor De Placas",3,
"Arte Em Couro Comercio De Confeccoes Ltda - Epp",3,
"Gaplan Aeronautica Ltda",3,
"Penha Papeis E Embalagens Ltda",3,
"Superfrut Sorvetes Ltda - Me",3,
"G.m. Industria, Comercio, Manutencao E Locacao De Equip",3,
"Irmaos Parasmo Sa Industria Mecanica",3,
"Acz Inox Comercial Ltda",3,
"Cledac Industria De Grampos E Matrizes Ltda",3,
"Rotomaq Do Brasil Industria E Comercio Ltda",3,
"Casappa Importacao, Exportacao, Industria E Comercio De",3,
"Johann Ind E Com De Moveis Ltda - Epp",3,
"Artefatos De Borracha Pcr Ltda",3,
"Augustin & Graebin Ltda. - Me",3,
"America Global Trade Brazil Importacao, Exportacao E Co",3,
"Fabio Rogerio Gazola - Epp",3,
"Systrade Comercio E Servicos Ltda",3,
"Intellian Do Brasil Tecnologia Ltda",3,
"Ecoparts Industria De Autopecas Ltda",3,
"Novex Limitada",3,
"Sh Industria De Metalurgia E Servicos Ltda",3,
"Rosemeire Yukie Nakashima - Me",3,
"Grafica Aguia Ltda - Epp",3,
"Randilson Diniz Vieira - Me",3,
"F B Mix Industria E Comercio De Plasticos Ltda",3,
"M.m. Moutinho Usinagem Ltda - Me",3,
"Walter Ewag Do Brasil - Importacao E Exportacao De Maqu",3,
"Hela Ingredientes Brasil Comercio, Importacao E Exporta",3,
"Tta Pvc Eireli",3,
"Luatex Textil Ltda",3,
"Network Beauty & Fashion Cosmetica Ltda",3,
"Industria De Calcados Tres Americas Ltda",3,
"Actioil Comercio De Produtos Quimicos Ltda - Me",3,
"Amazonia Boat Ltda - Epp",3,
"Comercial Regon Ltda",3,
"Blades Industrial Ltda",3,
"Gt Technologies Do Brasil Componentes Automotivos Ltda",3,
"Via Angel-s Confeccoes Ltda - Me",3,
"Kacil Industria E Comercio Ltda - Epp",3,
"Isocompositos Eireli  - Me",3,
"Grifebus Confeccoes E Comercio Eireli - Me",3,
"Heloisa Sylla Do Amaral Peixoto",3,
"Jose Ribeiro De Mendonca",3,
"Aeromot-aeronaves E Motores S.a.",3,
"Infrared Equipamentos E Servicos Eireli - Epp",3,
"Pericles P Salvo - Epp",3,
"Maxiclip Industria E Comercio De Grampos Ltda",3,
"Sunflower Eventos Ltda - Me",3,
"Oxigel  Materiais Hospitalares Industria E Comercio Ltd",3,
"Solarium Pisos Ltda - Epp",3,
"Sankirtan Associacao Civil",3,
"Naschold Elementos De Fixacao Industria E Comercio Ltda",3,
"Efd Inducao Brasil Ltda",3,
"Nova Fios Esmaltados Ltda - Em Recuperacao Judicial",3,
"Savana Comunicacoes Ltda",3,
"Norbert Reisinger",3,
"Aflon Plasticos Industriais Ltda",3,
"Tvd Cosmetic & Foods, Comercio, Importacao E Exportacao",3,
"Catec Equipamentos Ltda - Epp",3,
"Kampag Industrial Ltda - Me",3,
"Amazon Industria, Comercio, Exportacao E Importacao De",3,
"Nhd Foods Ind-stria, Com-rcio, Importa--o E Exporta--o",3,
"Acr Sistemas Industriais Ltda",3,
"Pesponto Duplo Confeccao E Comercio De Roupas Ltda",3,
"King's Gel Industria, Comercio, Importacao E Exportacao",3,
"M. P. Dos Santos Calcados - Me",3,
"World Trotter Comercial Importadora E Exportadora Ltda",3,
"Kontentor Equipamentos Agropecuarios Ltda",3,
"Seva Engenharia Eletronica S.a.",3,
"B.blend Maquinas E Bebidas S. A.",3,
"Rio Linhas Aereas S.a",3,
"Plastiveda Comercial E Industrial Limitada - Epp",3,
"Karl Neumann",3,
"Pelmex Industrias Reunidas Ltda",3,
"Energia Natural Confeccoes E Distribuicao Eireli - Epp",3,
"Agro Steel Ltda - Epp",3,
"Targenta Importacao E Exportacao De Produtos E Bebidas",3,
"Jose Felix Rivero Meza",3,
"Pedras Do Brasil Comercio Importacao E Exportacao Ltda",3,
"Suzlon Energia Eolica Do Brasil Ltda.",3,
"Santae Equipamentos De Engenharia Ltda - Me",3,
"Ponsse Latin America Industria De Maquinas Florestais L",3,
"Elite Joias Ltda - Epp",3,
"Thais Cristina Andres Matos Gotti Industria E Comercio",3,
"Aeral - Atacado Importacao E Exportacao Ltda",3,
"Brixner E Oliveira Ltda - Me",3,
"Idelfina Henrique Teles - Me",3,
"Nicole Brunnette Nascimento Lundgardh",3,
"Itochu Brasil S/a",3,
"Fabrica De Rendas Finas Paraiba Sa",3,
"Fogos Twister Industria E Comercio Ltda - Epp",3,
"Est Source Ltda - Me",3,
"Injetec De Friburgo Industria E Comercio Ltda - Epp",3,
"Jose Geraldo Bottoni 00370544730",3,
"K. Da S. Vasconcelos - Epp",3,
"Usimaza Industria Ltda",3,
"Fns Comercio E Importacao Ltda",3,
"Irmaos Fehlauer Decoracoes Eireli",3,
"Brastone Comercio Ltda - Me",3,
"Trl Internacional, Importadora E Exportadora Ltda - Epp",3,
"Oficina Do Plastico Eireli",3,
"Italotec Industria, Comercio E Servicos Ltda - Epp",3,
"Maliber Industria E Comercio Textil Ltda",3,
"Etilux Importacao E Distribuicao De Artigos De Cutelari",3,
"Plena Industria Metalurgica Ltda - Epp",3,
"Genesis Imports Comercial Importadora, Exportadora E Re",3,
"Expert Industria E Comercio Ltda - Me",3,
"Stancioli Uniformes Eireli - Epp",3,
"Minerbon - Mineracao Bonadiman Ltda - Epp",3,
"Hidrogeron Do Brasil Comercio De Equipamentos Para Sane",3,
"Acople - Industria De Implementos Agricolas Ltda",3,
"Itb International Tobaccos Business Ltda",3,
"Tora Brasil Comercio E Industria De Moveis Especiais Lt",3,
"Maria Divina Comercio De Cosmeticos Ltda - Me",3,
"Resimapi Produtos Quimicos Ltda",3,
"Aupicor Quimica Ltda",3,
"P. M. De Souza Confeccao Comercio E Representacao - Epp",3,
"Thomas Ferraretto",3,
"Sisarcom Sistema De Armazenagem Compacto Ltda.",3,
"Pedras Decorativas Gesualdi Comercio E Exportacao De Pe",3,
"Wrj Comercio De Bijuterias E Design Eireli - Epp",3,
"Connect Comercio Internacional Ltda.",3,
"Ritas Do Brasil Industria E Comercio De Aviamentos Ltda",3,
"Eccobios Industria E Comercio Ltda - Epp",3,
"Ensaca Equipamentos Ltda - Epp",3,
"Industria Quimica Waybor Ltda",3,
"Velux Importacao E Exportacao De Bijuterias Eireli - Ep",3,
"Diamax Importadora E Distribuidora Ltda.",3,
"Agropecas Industria E Comercio De Maquinas Ltda",3,
"Bauminas Quimica N/ne Ltda",3,
"Twisti S/a Industria E Comercio De Confeccoes",3,
"Ecoquimica - Industria E Comercio De Produtos Quimicos",3,
"Ecx Cachacas Artesanais Ltda - Me",3,
"Granolab Do Brasil S.a Tecnologia Para a Industria Alim",3,
"Balanceamento Automatico Ltda - Epp",3,
"Erika Portela Cavalcante Dos Reis 81062605268",3,
"Sonardyne Brasil Ltda",3,
"Jmo Industria Mecanica Ltda",3,
"Luiza Steinmetz De Souza - Epp",3,
"Malharia Caryma Ltda",3,
"Pr2 - Importacao E Exportacao - Eireli",3,
"W Beauty Comercio De Cosmeticos Ltda - Epp",3,
"Florian Gourcy - Epp",3,
"Tecnoeuro Exportacao E Importacao De Maquinas E Equipam",3,
"A.m.m.krekcza Comercio De Roupas - Me",3,
"Trem - Agenciamento De Cargas, Importacao E Exportacao",3,
"Masal S a Industria E Comercio",3,
"Venture Sp Comercio De Etiquetas E Servicos Ltda",3,
"Sky Brasil Servicos Ltda",3,
"Silvio Maria Crespi",3,
"Isla Sementes Ltda.",3,
"Marcruz Assistencia Tecnica Eireli - Epp",3,
"Alfanave Transportes Maritimos Ltda",3,
"Berflex Industria De Espumas E Colchoes Ltda",3,
"Disbrax - Distribuicao, Importacao E Exportacao De Prod",3,
"A.w.n Comercio Atacadista De Materiais De Construcao Lt",3,
"Bizzi & Guidolin Ltda",3,
"Pedreira Santa Marta Ltda - Epp",3,
"Aesseal Brasil Ltda.",3,
"R.d.k Industria E Comercio De Molas Ltda",3,
"Bonito Malhas De Compressao Ltda - Epp",3,
"Bomax No Brasil Equipamentos Industriais Ltda",3,
"Lumaquinas Metais Eireli - Me",3,
"K.j. Industria E Comercio De Aparelhos Eletronicos Ltda",3,
"Tecenge Comercial E Tecnica Ltda",3,
"Kral Equipamentos Para Industria Da Alimentacao Ltda",3,
"Dapp Comercio De Produtos Quimicos Ltda.",3,
"Aeroglass Brasileira Sa Fibras De Vidro",3,
"Rgb Do Brasil Ltda",3,
"Augusto Manuel Da Silva Rapaz Ramos",3,
"Boelder Agricola Ltda",3,
"Mariana S. B. Bon - Me",3,
"Smartx Solucoes Em Informatica Ltda. - Epp",3,
"Wh Industria E Comercio De Produtos Alimenticios Ltda -",3,
"Kiddo Industria E Comercio Ltda",3,
"Cristiane Galina Olival - Me",3,
"Smart Seal Industria E Comercio De Artefatos Plasticos",3,
"Leser Valvulas De Seguranca Ltda",3,
"Nagase Do Brasil Comercio De Produtos Quimicos Ltda",3,
"Samuel Kim Importadora - Me",3,
"Maristela Gorayeb - Me",3,
"Carneiro & Lessa Industria E Comercio De Maquinas Ltda",3,
"Saga Systems Produtos Eletronicos Brasil Ltda - Epp",3,
"Valdequimica Produtos Quimicos Ltda",3,
"Visio Comercio Importacao E Exportacao De Equipamentos",3,
"Pml Petersen Matex Importacao E Exportacao Ltda",3,
"Ibemetal - Comercio De Produtos De Metalurgia Ltda - Me",3,
"Kuality Produtos Quimicos Ltda.",3,
"D Pelle Exportacao E Importacao De Couros Ltda",3,
"Ams Industria E Comercio De Calcados Ltda - Epp",3,
"Matsuyama Comercio E Representacoes Ltda.",3,
"Serquimica Industria, Comercio, Importacao E Exportacao",3,
"Garate.-comercio De Maquinas E Produtos Agricolas Impor",3,
"Tecable Produtos Eletronicos Ltda - Epp",3,
"Topsports Ventures Ltda.",3,
"Npc/polo Industria Comercio E Manutencao Ltda",3,
"Primotecnica Mecanica E Eletricidade Ltda",3,
"D.b. Detectores Brasil Industria E Comercio Ltda - Epp",3,
"All Alimentos Ltda",3,
"Claudiney Dos Santos Mattos",3,
"Rain Bird Brasil Limitada",3,
"Hcg Equipamentos Ltda",3,
"Ecosynth Consultoria Em Tratamento De Agua S.a",3,
"Mecanofar Industria E Comercio De Maquinas Ltda - Epp",3,
"Mep Brasil Comercio E Servicos De Maquinas Equipamentos",3,
"Acnis Do Brasil Comercio De Produtos Siderurgicos Ltda",3,
"Metalurgica Cybelly Ltda - Epp",3,
"Antonio Vieira Simoes E Cia Ltda - Epp",3,
"Industria Nacional De Tecidos Abduche Ltda",3,
"Astrotec Ltda - Epp",3,
"Industria De Cordas Joinville Ltda",3,
"In2mold Brasil - Formas Por Injecao De Plastico Ltda",3,
"Packnology Comercio, Importacao E Exportacao Ltda.",3,
"Audiogene Comercio Importacao E Exportacao De Produtos",3,
"Maria Fernanda Pinto Mamede Eireli",3,
"Marmofama Granitos Eireli - Me",3,
"Glotec Controle De Odores Ltda - Epp",3,
"Matrizaria Igrejinha Ltda.",3,
"Mecanochemie Inds Quim Ltda",3,
"Lipson Cosmeticos Ltda",3,
"Imperio Dos Metais Comercial Eireli",3,
"Multi Drive Comercio Eletroeletronico Ltda",3,
"Cci Brazil Commerce Internacional Eireli",3,
"Fujitsu Do Brasil Ltda",3,
"Zuhe Maigen Bastidas Alvarez",3,
"Travi Plasticos Industriais Ltda",3,
"Fitas De Aco Mcm Ltda",3,
"Industrial E Comercio De Autopecas Vannucci Ltda - Epp",3,
"Cb Comercial Importacao E Exportacao Ltda  - Me",3,
"Modern Transporte Aereo De Carga S.a.",3,
"Lutzemberg Comercio & Transportes Ltda.",3,
"Jose Pereira Da Silva Fernandes",3,
"Ibizza Calcados Eireli",3,
"Intervol Distribuidora De Pecas Ltda - Epp",3,
"Lartex Tecelagem Ltda",3,
"Xps Eletronica Ltda",3,
"Dufry Lojas Francas Ltda.",3,
"Triple M Tubos, Valvulas E Conexoes Ltda",3,
"Stz Service Ltda  - Me",3,
"Jorge Eduardo Moura Da Cruz",3,
"Universe S/a",3,
"Farede Injetados Plasticos E Ferramentaria Ltda",3,
"Ivape Industria E Comercio De Equipamentos Ltda - Epp",3,
"Gotz Engineering Eireli",3,
"Saita Do Brasil Ltda",3,
"Acre Industria De Produtos De Aluminio Eireli - Epp",3,
"Pro-sul Importacao E Exportacao Ltda - Epp",3,
"Three Links Trading Comercio Importacao & Exportacao Lt",3,
"Ziehm Medical Do Brasil Equipamentos Medicos Ltda.",3,
"Leandro J Da Silva - Me",3,
"Casa Das Cortinas Industria E Comercio Ltda - Epp",3,
"P.s.s. Produtos E Servicos Serigraficos Ltda - Epp",3,
"Novo Nordisk Farmaceutica Do Brasil Ltda",3,
"Afk Group Importacao E Exportacao Ltda",3,
"Rinap Comercial Importadora Ltda - Me",3,
"Boehlerit Brasil Ferramentas Ltda",3,
"Log - One Export, Import & Servicos Ltda  - Me",3,
"Cava E Cava Metalurgica Ltda - Epp",3,
"Sonetto Moveis Ltda",3,
"Swl - Tubos E Mangueiras Ltda - Me",3,
"Polisport Industria E Comercio Eireli - Epp",3,
"Lumafix Estamparia Industria E Comercio Ltda - Epp",3,
"Robmaq Comercio De Maquinas E Equipamentos Ltda - Epp",3,
"Mineracao Vitoria Ltda - Epp",3,
"Adega Casa De Madeira Ltda.",3,
"Artefatos Industria E Comercio De Acessorios Eireli  -",3,
"Corrpack Do Brasil Industria E Comercio De Embalagens L",3,
"Fresenius Kabi Brasil Ltda.",3,
"Calcados Zapattero Ltda - Me",3,
"Gtm Do Brasil Comercio De Produtos Quimicos Ltda",3,
"Gs Industria Metalurgica Ltda - Epp",3,
"Silvia Paraiso De Albuquerque - Me",3,
"Clisol Products Ltda",3,
"Elizabeth Revestimentos Ltda.",3,
"Run Time Automacao Industrial Ltda",3,
"Juliane Zanardini & Cia Ltda - Me",3,
"Centro De Producoes Tecnicas E Editora Ltda",3,
"Gilberto Fava Nogueira - Me",3,
"E. F. De Almeida Comercio Importacao E Exportacao - Me",3,
"Mba Brasil Comercio - Eireli - Me",3,
"Mac Aluminios Industria E Comercio Ltda",3,
"Parkhelp Componentes E Elementos Para Estacionamentos L",3,
"Vortex Hydra Do Brasil - Sistemas Industriais Ltda.",3,
"Tecnowood Equipamentos Industriais Ltda",3,
"Paulo Cesar Rebeis Farha",3,
"Krindges Industrial Ltda",3,
"Reis E Reis Industria E Comercio Ltda",3,
"Vitrovita - Instituto De Inovacao Em Vitroceramicos Imp",3,
"Van Der Hulst Industria Importacao E Exportacao Ltda",3,
"Filmach Equipamentos Industriais Ltda - Epp",3,
"Five Star Mineracao Ltda.",3,
"Jose Carlos Vasconcelos Nunes - Me",3,
"Br Marmoregranito Ltda  - Me",3,
"Oximig Industria E Comercio Ltda",3,
"Quartz Depot Importacao E Exportacao Ltda - Me",3,
"Ael - Industria, Comercio E Exportacao De Artesanato E",3,
"Shop Telhas Ltda - Epp",3,
"Fluke Industria E Comercio De Vedacoes Ltda",3,
"S.s. White Artigos Dentarios Ltda",3,
"Balm Cosmetic Importacao E Exportacao  Ltda  - Me",3,
"Mebuki Industria Comercio E Exportacao Ltda - Epp",3,
"Ds Pro Audio Ltda - Epp",3,
"Psig Comercial Ltda",3,
"Vision Industria E Comercio Ltda - Epp",3,
"Amplimag Controles Eletronicos Ltda",3,
"Hiperliga Materiais Para Construcao Ltda - Me",3,
"J&j Comex Ltda - Me",3,
"Mecanica Reunida Industria E Comercio Ltda",3,
"Dicomp Distribuidora De Eletronicos Ltda",3,
"Virtus Trading E Consultoria Em Gestao Empresarial Ltda",3,
"Calcados Score Ltda",3,
"Imbra Importacao Eireli",3,
"Triporvac Comercio, Representacao E Servicos Ltda. - Ep",3,
"Sarcel Importacao, Exportacao, Comercio E Servicos Ltda",3,
"Binzel Do Brasil Industrial Ltda",3,
"Afi Industria E Comercio Ltda.  - Me",3,
"Asatec Sulamerica Tecnologia Anti-roubo Ltda - Epp",3,
"Oxford Mineracao Ltda",3,
"Amaral & Gouvea Bijouterias Eireli - Epp",3,
"Jose Garcia Naveros",3,
"Cetec Equipamentos Para Pintura Ltda",3,
"Innovate Technologies Do Brasil Maquinas E Ferramentas",3,
"Mini Mix Confeccoes Eireli - Me",3,
"Elaine Lima Maciel Cpf14291461844 - Me",3,
"Amicci Importacao E Exportacao Ltda - Epp",3,
"Industria E Comercio Rouxinol Ltda",3,
"Juma Industria E Comercio De Enxovais Ltda",3,
"Ks Industria De Metais Ltda",3,
"Megalaser Industria Metalurgica Ltda",3,
"Wimpel Equipamentos Ltda - Epp",3,
"Itambras Importacao E Exportacao Ltda - Epp",3,
"Fazer Display Industria E Comunicacao Visual - Eireli",3,
"Pattaro Comercio E Servicos Ltda. - Epp",3,
"Ricardo Bastos Roza",3,
"Fazenda Simental Da Jaguarete Comercio De Carne E Gado",3,
"Rotasilos Do Brasil Industria E Comercio De Equipamento",3,
"Netflix Entretenimento Brasil Ltda.",3,
"Editora G. Gili Ltda.",3,
"Dutoplast Do Brasil Industria De Plasticos Ltda",3,
"Beiruth Industria De Produtos Alimenticios Ltda",3,
"Revcollor Industria E Comercio De Tintas Ltda - Me",3,
"Rasil Borrachas E Plasticos Ltda",3,
"Oxycer Holding Corporation - Exclusive International Bu",3,
"Coriarte Tintas Ltda",3,
"Metalnobre Ferramentaria E Injecao Plastica Ltda - Epp",3,
"A R Soares Acessorios - Epp",3,
"Orthoserv Comercio E Servicos Ltda",3,
"Metalurgica Franca Ltda - Epp",3,
"Tensacciai Industria E Comercio Ltda",3,
"Mc Bauchemie Brasil Industria E Comercio Ltda",3,
"Krebsfer Industrial Ltda",3,
