Lemma,poscode,surface
"Maeda S.a. Agroindustrial",3,
"Life Technologies Brasil Comercio E Industria De Produt",3,
"Flavor Tec-aromas De Frutas Ltda",3,
"Cloth & Morais Ltda - Epp",3,
"Eletro Motortec Ltda - Epp",3,
"Aguas Doces - Industria E Comercio De Bebidas Naturais",3,
"Confase Comercial Exportadora Ltda - Epp",3,
"Leistung Equipamentos Ltda.",3,
"Opibra- Operacoes Internacionais Do Brasil Ltda - Epp",3,
"Unique Comercio Internacional De Pecas Ltda - Me",3,
"Pinguim Industria E Comercio De Radiadores Ltda",3,
"Confrut Conchal Ltda - Epp",3,
"Bomix Industria De Embalagens Ltda",3,
"Energy Comercio Internacional Ltda",3,
"G4 Fundicao Eireli - Epp",3,
"Ebft Empresa Brasileira De Frutas Tropicais Ltda",3,
"Agnut Producoes Artisticas Ltda",3,
"Pecplan Abs Importacao E Exportacao Ltda",3,
"Colorgems Ltda",3,
"Scm Mineracao Ltda",3,
"M.p. Comercio De Madeiras Do Para Ltda",3,
"Conimel Empresa De Material Eletrico Ltda",3,
"Kapilongo Comercio Importacao E Exportacao Ltda. - Epp",3,
"Fabrica De Artefatos De Latex Sao Roque Ltda",3,
"Dona Jo Fitwear Eireli  - Me",3,
"Alphasea Comercio Exportadora E Importadora Ltda - Epp",3,
"Lojas Riachuelo Sa",3,
"Asiamerica Industria E Comercio De Pescados Ltda - Epp",3,
"Plaszom Zomer Industria De Plasticos Ltda",3,
"Infasul Facas Industriais Ltda",3,
"Bertolini - Industria Quimica Ltda",3,
"Sicame Do Brasil Ltda",3,
"Metalurgica Florio Ltda",3,
"Industria E Comercio De Plasticos Cajovil Ltda.",3,
"Camila Bossi Cordeiro",3,
"Wortex Maquinas E Equipamentos Ltda",3,
"Comercio De Pedras Ltda - Me",3,
"Mayer Do Brasil Maquinas Texteis Limitada",3,
"Simbiose - Industria E Comercio De Fertilizantes E Insu",3,
"Upm Manufatura E Comercio De Produtos Florestais Ltda.",3,
"Adcer Produtos Auxiliares Ltda",3,
"Prime Maquinas Processamento De Carne Ltda",3,
"Madeireira Ariquemes Ltda",3,
"Bernardi Calcados Ltda",3,
"Ecomar Industria De Pesca S/a Em Recuperacao Judicial",3,
"Rf Com Sistemas Ltda",3,
"Prime - Importacao E Exportacao Ltda - Me",3,
"Ctm Transportes De Cargas Eireli - Epp",3,
"Rampinelli Alimentos Ltda",3,
"Mar & Terra Industria E Comercio De Pescados Ltda",3,
"Flexitech Do Brasil Industria E Comercio De Mangueiras",3,
"Mipal Industria De Evaporadores Ltda",3,
"Real Couros Ltda.",3,
"Work Leather Industria E Comercio De Couros Ltda",3,
"Gb Terminais Brasil Ltda",3,
"Yamaguchi & Vale Ltda - Me",3,
"Eckisil Freios Sistemas Automotivos Ltda",3,
"Promarket Comercio Importacao E Exportacao Ltda - Epp",3,
"Equipe Industria Mecanica Ltda",3,
"Mineracao Guidi Ltda - Epp",3,
"Avlis - Haws Do Brasil Ltda.",3,
"Autometal S/a",3,
"Ematex Industrial E Comercial Textil Ltda.",3,
"Beplast Industria E Comercio De Plasticos Ltda",3,
"Wabtec Dia-frag Industria E Comercio De Pecas E Equipam",3,
"Doce Vida Produ--o E Distribui--o De Frutas Ltda  - Me",3,
"Plajax Industria E Comercio De Plasticos Ltda",3,
"Dapaz Mineracao E Industria De Granitos E Marmores Ltda",3,
"Engetech Comercio E Industria De Plasticos Ltda.",3,
"Engretecnica Industria E Comercio Ltda",3,
"Saferpol Comercio E Material Plastico Ltda - Epp",3,
"Arauterm Equipamentos Termo Metalurgicos Ltda",3,
"Bilfinger Water Technologies Ltda",3,
"Pakmatic Do Brasil Importacao E Exportacao Ltda.",3,
"Agrovenci - Comercio, Importacao, Exportacao E Agropecu",3,
"Bricks Comercio Internacional Ltda - Epp",3,
"Brasiljuta Importacao E Exportacao Eireli - Epp",3,
"Hitachi Kokusai Linear Equipamentos Eletronicos S/a",3,
"Comercial Inter-link Ltda",3,
"General Cable Automotiva Brasil Fabricacao De Cabos Ele",3,
"Nova Dublagem Ltda.",3,
"Mendes E Damasceno Ltda",3,
"Ecb Rochas Ornamentais Do Brasil Ltda",3,
"Mecanica Industrial Vick Ltda",3,
"Metalesp Implementos Ltda",3,
"Dumarco Industria De Moveis Ltda - Epp",3,
"Unicacomex Importacao, Exportacao, Comercio E Distribui",3,
"Bombas Grundfos Do Brasil Ltda",3,
"Lupatech S/a",3,
"Mecat Filtracoes Industriais Ltda",3,
"Dimensao Comercio De Rochas Ornamentais Ltda - Epp",3,
"Tribal Brasil Alimentos Ltda - Epp",3,
"Natur Stones Industria E Comercio De Pedras, Importacao",3,
"Sony Brasil Ltda.",3,
"Sba-pecas Acabadas De Aluminio Ltda Em Recuperacao Judi",3,
"Biorganica Comercio De Produtos Organicos Ltda.",3,
"Steinert Latinoamericana Tecnologia De Separacao Ltda",3,
"Polimix Concreto Ltda",3,
"Eco Selva, Industria, Comercio, Logistica E Servicos Lt",3,
"Metta De Resende Automacao Industrial Ltda - Epp",3,
"Magaldi Agro Comercial E Industrial Ltda - Epp",3,
"Venturini Stones Exportacao Ltda - Me",3,
"Alcolina Quimica E Derivados Ltda",3,
"M&g Fibras Brasil Ltda.",3,
"Invasive Importacao E Comercio De Produtos Medicos Ltda",3,
"Ferrosul Ind. E Com. Imp. E Exp. Ltda - Epp",3,
"Magno Jet Industria Ltda",3,
"Industrias Rossi Eletromecanica Sa",3,
"Cahdam Volta Grande S.a.",3,
"Polo Sul Marmores Ltda - Epp",3,
"Gamma Sulamericana Comercio, Importacao, Exportacao E D",3,
"Irbi - Maquinas E Equipamentos Ltda",3,
"Kuka Produtos Infantis Ltda",3,
"Industria E Comercio Santa Thereza Ltda",3,
"Joao Roque Machado De Lima - Me",3,
"Zaklad Metalurgiczny Do Brasil Ltda",3,
"L.p. Minerais Do Brasil Ltda - Epp",3,
"Isoelectric Brasil Ltda",3,
"Schucker Do Brasil Ltda.",3,
"Granitrade Exportacao De Granito Ltda - Epp",3,
"Phoenix Industria E Comercio De Equipamentos Cientifico",3,
"Acopar Transportes, Importadora E Exportadora Eireli -",3,
"Sulamericana De Fieiras Industria E Comercio Ltda",3,
"Plascar Industria De Componentes Plasticos Ltda",3,
"Texsa Do Brasil Ltda",3,
"Propav Engenharia E Pavimentacao Ltda",3,
"Mili S/a",3,
"Mocdrol Hidraulica Ltda",3,
"Ocidental Granitos E Marmores Ltda",3,
"Mosarte Industria E Comercio De Mosaicos Ltda",3,
"Klumpp Coatings Do Brasil Ltda.",3,
"Alta Genetics Do Brasil Ltda",3,
"Empresa De Transportes Andorinha Sa",3,
"Novus Do Brasil Comercio E Importacao Ltda",3,
"Curtidora Ribeiraozinho Ltda",3,
"Guinishi Com. Imp. E Exp. De Prod. Alimenticios Ltda -",3,
"Moveis Videira Ltda",3,
"Citroflavor Industria E Comercio De Oleos Essenciais Lt",3,
"Apis Delta Ltda",3,
"Mosmann Alimentos Ltda",3,
"Industria E Comercio De Molduras Santa Luzia Ltda",3,
"Tec-vidro Industria Comercio E Servicos Tecnicos Ltda",3,
"Golden Tuna - Comercio E Exportacao De Pescados Ltda -",3,
"Agro Industrial De Madeiras Vale Fertil Ltda",3,
"Supporte - Suprimentos Maritimos Ltda - Me",3,
"Tritec Industrial De Plasticos Ltda",3,
"Uirajara Gomes Eireli - Epp",3,
"Itimura Textil Ltda",3,
"Industria E Comercio Riomaq Ltda",3,
"Schmidt Industria E Comercio De Moldes Eireli",3,
"Leonildo Marques De Lima Eireli",3,
"Mauro Fernando Schaedler",3,
"Sococo Sa Industrias Alimenticias",3,
"Irm Industria E Comercio De Moveis Ltda",3,
"Solotest Aparelhos Para Mecanica Do Solo Ltda",3,
"Schott Flat Glass Do Brasil Ltda",3,
"Joamar Comercial Importadora E Exportadora Eireli",3,
"Matao Pecas E Componentes Agricolas Ltda",3,
"Clark Reliance Do Brasil Equipamentos Industriais Ltda.",3,
"Alubar Metais E Cabos S/a",3,
"Fibam Companhia Industrial",3,
"Marcovaldi Industria E Comercio De Granito Ltda - Epp",3,
"Milani Mettali Industria E Comercio Ltda",3,
"Vinigas Industria E Comercio De Componentes Para Gas Lt",3,
"Belfran Freios E Componentes Ltda",3,
"Flex Internacional Exportacao E Importacao Ltda - Epp",3,
"Cesar Containers E Equipamentos Ltda",3,
"Pomagri Frutas Ltda",3,
"Rola Moca Industria E Comercio De Confeccoes Ltda",3,
"Fiedler Automacao Industrial Ltda",3,
"Eltek Brasil Industria E Comercio De Componentes Eletro",3,
"Clac Importacao E Exportacao Ltda",3,
"Cortag Industria E Comercio Ltda.",3,
"Yutaka Trading Comercio Importacao & Exportacao Ltda",3,
"Zotto Calcados Ltda",3,
"Cruiser Importacao & Exportacao Ltda",3,
"Brusinox Industria Comercio Maquinas Equipamentos Ltda.",3,
"Paques Brasil Sistemas Para Tratamento De Efluentes Ltd",3,
"Frutarom Do Brasil Industria E Comercio Ltda.",3,
"Packseven - Industria E Comercio Ltda",3,
"Joias Brasilis Export- Import Ltda",3,
"Gerty Eisenberg De Sarue",3,
"Salvatori Industria E Comercio De Cosmeticos Ltda - Epp",3,
"Delta Frio Industria E Refrigeracao Eireli",3,
"Brasil Comercial Ship Ltda - Epp",3,
"Pak Mak Industria E Comercio De Maquinas Ltda - Epp",3,
"Martiplast Industria E Comercio De Plasticos Ltda",3,
"Velozclick & Brangex Exportadora E Importadora De Equip",3,
"Cooperativa Agro Pecuaria De Carmo Do Paranaiba Ltda",3,
"Cas Tecnologia S.a.",3,
"Intershoes Brazil Comercio E Representacoes De Calcados",3,
"Tudo Azul S.a.",3,
"Serac Do Brasil Industria E Comercio Ltda",3,
"Moinhos Pedra Branca Ltda",3,
"Jaise Calcados Ltda",3,
"Murata Do Brasil Ltda",3,
"Phoenix Contact Industria E Comercio Limitada",3,
"Werfen Medical Ltda",3,
"J. A. Exportadora E Importadora - Eireli - Epp",3,
"Brasmoveis Industrial De Moveis Ltda",3,
"Fankhauser S/a",3,
"Cipla Industria De Materiais De Construcao Sa",3,
"Sicbras - Carbeto De Silicio Do Brasil Ltda",3,
"Atlantica Oleos Essenciais Ltda - Me",3,
"Theolis Transporte E Reciclagem Ltda",3,
"Uniply Industria De Laminas E Compensados Eireli",3,
"Inepar Capacitores S.a.",3,
"Cazador Comercio, Exportacao E Representacoes Ltda - Ep",3,
"Esquadrias Schwegler Limitada",3,
"Pivotec Goias Irrigacao Ltda - Epp",3,
"U. T. C. Madeiras Ltda",3,
"Medley Farmac-utica Ltda.",3,
"Strawplast Ind E Com Ltda",3,
"Tinturaria E Estamparia De Tecidos Artec Ltda",3,
"Coastallog Ltda",3,
"Tt Steel Do Brasil Industria Metalurgica Ltda.",3,
"Multilight Plasticos E Auto Pecas Ltda - Epp",3,
"Vetore Industria E Comercio De Autopecas Ltda",3,
"Oceanave Servicos Maritimos E Terrestres Eireli - Epp",3,
"Master Alimentos E Cereais Ltda",3,
"Zogbi Export Comercial Exportadora E Importadora Ltda",3,
"Patrimar Moveis Ltda",3,
"Frutamil Industria, Comercio E Processamento De Frutas",3,
"Realum Industria E Comercio De Metais Puros E Ligas Ltd",3,
"Assa Abloy Nordeste Sistemas De Seguranca Ltda",3,
"Nova Tec Textil Ltda - Epp",3,
"Industria De Cabos Uniao Ltda - Me",3,
"Lamca Comercio Ltda - Me",3,
"T Da Silva Alves - Me",3,
"Engatcar Industria De Auto Pecas Ltda.",3,
"Kindai Exportacao E Comercio De Roupas Ltda",3,
"Isau-industria De Sucos Alto Uruguai, Comercio Importac",3,
"Asics Brasil Distribuicao E Comercio De Artigos Esporti",3,
"F R M Fundicao E Pecas Ltda - Me",3,
"Kap Componentes Eletricos Ltda.",3,
"Msi - Forks Garfos Industriais Ltda.",3,
"L. J. Granitos Ltda - Epp",3,
"Arniflex Industria E Com.de Artefatos De Borracha Ltda",3,
"Ka-mar Trading Industria E Comercio De Mercadorias Em G",3,
"Braslar Do Brasil Ltda",3,
"Lintec Industria E Comercio De Motores E Equipamentos D",3,
"J. Jacometi Industria De Calcados Ltda",3,
"Texflex - Comercio De Tecidos Ltda - Me",3,
"Darci Brisot",3,
"Covestro Industria E Comercio De Polimeros Ltda",3,
"Imcd Brasil Comercio E Industria De Produtos Quimicos L",3,
"Winning Trading Importacao E Exportacao Ltda - Epp",3,
"Business Tobacco Brazil Ltda",3,
"Max Metalurgica Ltda",3,
"Inbrasfogos Comercio E Industria Brasileira De Fogos Sa",3,
"Live Roupas Esportivas Ltda.",3,
"Klevel Do Brasil Distribuidora De Produtos Plasticos Ei",3,
"Motiva Industria De Moveis Ltda",3,
"Technic Do Brasil Ltda",3,
"Ind Bandeirante De Artefatos De Plasticos E Madeira Ltd",3,
"Hi-tech Tintas S.a",3,
"Movix Industria De Equipamentos Para Movimentacao De Ca",3,
"Ferticel Industria De Fertilizantes Ltda",3,
"Cofran Retrovisores Industria De Auto Pecas Ltda",3,
"Capa Comercial Arapiraquense De Produtos Agricolas Ltda",3,
"Eletrocal Industria E Comercio De Materiais Eletricos L",3,
"Squillo Industria E Comercio Ltda - Epp",3,
"Bimetal Industria Metalurgica Ltda",3,
"Plascony Industria De Plasticos Ltda",3,
"Global Amines Comercio De Produtos Quimicos Ltda.",3,
"Terceiro Milenio Comercio, Importacao E Exportacao Ltda",3,
"Easylux Exportacao, Importacao E Fornecimento De Equipa",3,
"Ruhrpumpen Do Brasil Industria E Comercio De Bombas Hid",3,
"E & E Gemas Ltda - Me",3,
"H Stones Ltda - Me",3,
"Moveis Sandrin Ltda",3,
"Peak Automotiva Ltda",3,
"Trigas Brasil Comercio Importacao E Exportacao De Equip",3,
"Claudio Del Fiol",3,
"Angel Agricola Ltda - Epp",3,
"Solex Thermal Science Equipamentos De Resfriamento E Aq",3,
"Ki-kakau Industria E Comercio De Chocolates Ltda",3,
"Evc Importacao E Exportacao Ltda - Me",3,
"Inbrands S.a",3,
"Tradex Company Comercio Importacao E Exportacao De Prod",3,
"Hanier Especialidades Quimicas Ltda",3,
"Erzinger Industria Mecanica Ltda",3,
"Agrobrasil Catuai Coffee Ltda  - Me",3,
"Soilmec Do Brasil S.a.",3,
"Jacquet Guerra Brasil S.a.",3,
"Jcs Brasil Eletrodomesticos S.a.",3,
"Graham Packaging Do Brasil Industria E Comercio Ltda.",3,
"Cid Produtos Ltda",3,
"Fartura Alimentos Ltda",3,
"Imaca Ltda",3,
"Brasilmag Brasil Marmores E Granitos Ltda",3,
"Agargel Industria E Comercio Ltda - Me",3,
"Equipamentos Para Pintura Majam Ltda",3,
"Meta Bio Industrial Ltda",3,
"Polo Comercio Internacional Ltda",3,
"Usivale Industria E Comercio Ltda - Em Recuperacao Judi",3,
"Companhia Fabril Lepper",3,
"Farnell Newark Brasil Produtos Eletronicos Ltda.",3,
"J.j. Instalacoes Comerciais Eireli",3,
"New Timber Agenciamento E Exportacao De Madeiras Eireli",3,
"La Cantare Comercio Importacao Exportacao E Rep. Ltda -",3,
"Imsb Industria De Maquinas E Equipamentos Ltda.",3,
"Mylan Laboratorios Ltda.",3,
"Inozagam Comercial Importadora E Exportadora Ltda - Epp",3,
"Construbraz Construtora E Terraplanagem Ltda - Me",3,
"Valmet Fabrics Tecidos Tecnicos Ltda",3,
"Flores Decorativas Ltda - Epp",3,
"Agrostahl Sa Industria E Comercio",3,
"M. M. Aridi De Souza - Epp",3,
"Teknia Brasil Ltda.",3,
"A. G. Pedras Ltda - Epp",3,
"Meri Sistemas E Tecnologia Ltda",3,
"Crown Lift Trucks Do Brasil - Comercio De Empilhadeiras",3,
"Envision Industria De Produtos Eletronicos Ltda",3,
"Agaplastic Industria E Comercio Ltda",3,
"Honeywell Industria E Equipamentos De Seguranca Ltda.",3,
"Victor De Jesus Leite Vital - Me",3,
"Copenor Companhia Petroquimica Do Nordeste",3,
"Kendrion (Sao Paulo) Sistemas Automotivos Ltda.",3,
"Vidroforte Industria E Comercio De Vidros Ltda.",3,
"Msa Do Brasil Equip E Instrumentos De Seguranca Ltda",3,
"Luankar Industria E Comercio Ltda - Me",3,
"Polar Couros Ltda",3,
"Weir Spm Do Brasil Comercio, Locacao E Instalacao De Bo",3,
"Acacia Assessoria, Importacao E Exportacao Ltda",3,
"E.e.i Equipamentos Industriais Eireli",3,
"Stretch Shrink Film Ltda",3,
"Hiter Industria E Comercio De Controles Termo-hidraulic",3,
"Mkc Exportacao E Logistica -eireli - Me",3,
"Grande Moinho Cearense Sa",3,
"Sementes Paso Ita Ltda - Epp",3,
"Artenobre Industria E Comercio De Couros Ltda - Me",3,
"Elastonordeste Industria De Filme E Adesivos E Comercio",3,
"Manufatura De Brinquedos Estrela S a",3,
"Tate & Lyle Gemacom Tech Industria E Comercio S.a.",3,
"Sinotimber Importacao E Exportacao De Madeiras Ltda - M",3,
"Comercio De Algodao E Residuos Texteis Renaissence Ltda",3,
"Eletroflex Comercial Exportadora Ltda",3,
"Tear Textil Industria E Comercio Ltda",3,
"Matrizminas Ltda. - Me",3,
"Lifan Do Brasil Automotores Ltda",3,
"Madeireira Rio Dourado Ltda - Epp",3,
"Suominen Brasil Industria E Comercio De Nao-tecidos Ltd",3,
"D.m. Tachira - Epp",3,
"Imap Industria E Comercio De Maquinas E Equipamentos Lt",3,
"Seiren Produtos Automotivos Ltda",3,
"J Alberto Machado Freire - Epp",3,
"Carl Zeiss Do Brasil Ltda",3,
"Revocoat Do Brasil Industria De Adesivos E Selantes Ltd",3,
"W.l.gore & Associates Do Brasil Ltda.",3,
"Unique Brazil Comercial Importadora Exportadora E Distr",3,
"Hemoprot Industria E Comercio De Produtos Frigorificos",3,
"Setcomm Comercio Importacao E Exportacao Ltda  - Me",3,
"Kion South America Fabricacao De Equipamentos Para Arma",3,
"Industria De Maquinas E Implementos Agricolas K.f.ltda",3,
"Bonaldi E Murakami Ltda - Epp",3,
"Poleoduto - Industria E Comercio De Flexiveis E Eletro-",3,
"Garabi Maquinas De Elevacao E Obras Ltda.",3,
"Distribuidora De Alimentos Piarara Ltda",3,
"Zam Industria De Calcados Eireli - Me",3,
"Solenis Do Brasil Quimicas Ltda.",3,
"Compensados Nn Ltda",3,
"Paroti Comercial Exportadora Ltda",3,
"Fruteza Sucos Naturais Ltda",3,
"Pralana Industria E Comercio Ltda.",3,
"Polos Industria E Comercio De Maquinas Ltda - Epp",3,
"M.m. Granitos Eireli  - Me",3,
"Holec Industrias Eletricas Ltda",3,
"Binatural Industria E Comercio De Oleos Vegetais S.a",3,
"Spallo Do Brasil - Industria E Comercio Ltda",3,
"Galeria Leme Ltda. - Epp",3,
"Gericke Equipamentos Industriais Ltda.",3,
"Engparts Solucoes Agricolas Ltda - Epp",3,
"Snt Maquinas Industriais Ltda",3,
"Tecturbo Compressores Pecas E Servicos Ltda",3,
"Tres Marias Exportacao, Importacao Ltda",3,
"Brazilian Welding Industria E Comercio De Maquinas Ltda",3,
"Dpf Auto-pecas Limitada",3,
"B & S Industria De Moveis Ltda",3,
"Lugram Ltda - Epp",3,
"Antonio Carlos Machado Da Fonseca - Epp",3,
"Krah-ice-brasil Industria E Comercio De Componentes Ele",3,
"Rima Engenharia Ltda",3,
"Sanfro Comercio Atacadista E Beneficiamento De Residuos",3,
"Biotecnica Industria E Comercio Ltda",3,
"Safco Agricola Importacao  E Exportacao Eireli",3,
"Eletro Fusi Industria Eletrometalurgica Ltda",3,
"Sergio Nogueira",3,
"Monte Rosa Importadora E Exportadora Ltda",3,
"Cbp Sul - Colchoes E Espumas Industriais Ltda",3,
"Sage Brasil Interiores Automotivos Industria E Comercio",3,
"Gelenski Industria De Maquinas Ltda - Epp",3,
"Maxtrack Industrial Ltda",3,
"Calcados Chicaroni Ltda",3,
"Etesco Construcoes E Comercio Ltda",3,
"Sulcarbon - Industria E Comercio De Pecas Sinterizadas",3,
"Industria De Calcados via Beach Ltda",3,
"Coimal Comercio E Industria De Madeiras Limitada",3,
"Dmb Maquinas E Implementos Agricolas Ltda",3,
"Sampla Do Brasil Industria E Comercio De Correias Ltda",3,
"Guaraves Guarabira Aves Ltda",3,
"Trident Industria De Precisao Ltda",3,
"Tct Mobile - Telefones Ltda",3,
"Mgg Comercio Importacao E Exportacao Ltda - Epp",3,
"Sikorski Servicos De Aerocinematografia Ltda",3,
"Micromedical Implantes Do Brasil Ltda",3,
"Garthen Industria E Comercio De Maquinas Ltda",3,
"Strong Comercio, Importacao E Exportacao De Equipamento",3,
"Richter Comercial Importadora E Exportadora Ltda - Epp",3,
"Spaal Industria E Comercio Ltda",3,
"Spectra Tec.ind.comercio E Serv.de Informatica Ltda",3,
"Fuchs Lubrificantes Do Brasil Ltda.",3,
"Pacaembu Autopecas Ltda",3,
"Joape - Climatizacao Industrial Ltda",3,
"Inox Piratini Comercio De Metais Ltda - Epp",3,
"Industria De Calcados Camilly Vitoria Eireli",3,
"Dirceu Di Domenico",3,
"Polibras Minas Plasticos Ltda",3,
"Refrigerantes Maraja S.a.",3,
"Kirsch & Cia Ltda - Epp",3,
"Moinho Romariz, Industria, Comercio, Importacao E Expor",3,
"Metalurgica Tantec Ltda",3,
"Mcc Specialty Coffee Exportadora Ltda",3,
"Flats Over Equipamentos De Seguranca Ltda - Epp",3,
"Ccm Exportacao Ltda",3,
"Forrotec Componentes Para Calcados Ltda",3,
"Vale Das Frutas - Eireli",3,
"Jtc Ind Comercio E Exportacao De Produtos Agroflorestai",3,
"Logic Equipamentos De Medicao Ltda",3,
"Pabovi Industria De Plasticos Ltda",3,
"International Component Supply Ltda",3,
"Jaragua Equipamentos Industriais Ltda",3,
"Magnus Solutions Do Brasil Ltda",3,
"Ventistamp Metalurgica Ltda - Epp",3,
"Jan Lips Sociedade Anonima Industria E Comercio",3,
"Nikon Do Brasil Ltda.",3,
"Metalgrin Industria De Plasticos Ltda",3,
"Arvato Servicos, Comercio E Industria Grafica Ltda",3,
"Aros Agricola Ltda",3,
"Tecnomotor Eletronica Do Brasil S/a",3,
"Aberden Alimentos - Industria E Comercio Ltda",3,
"Treves Do Brasil Ltda",3,
"Salmix Industria E Comercio Ltda",3,
"Mcr Safety Do Brasil Distribuicao De Equipamentos De Pr",3,
"Unitextil Uniao Industrial Textil S a",3,
"Sismatec Ind Com De Equipamentos Hospitalares Ltda",3,
"Pia Sociedade Filhas De Sao Paulo",3,
"Di Artuso Industria Madeireira Ltda - Epp",3,
"Metalbauer Industria De Pecas Agricolas Ltda - Epp",3,
"Spi - Integracao De Sistemas Ltda",3,
"Rossil Industrial Ltda",3,
"Maria Bordin Pereira - Epp",3,
"Tel-nt Brasil Comercio De Equipamentos De Telecomunicac",3,
"Eurometals Do Brasil Importacao E Exportacao Ltda",3,
"Secctrade Importacao E Exportacao Ltda - Me",3,
"Metalurgica Alado Ltda",3,
"Adelco Sistemas De Energia Ltda Em Recuperacao Judicial",3,
"Atrac Do Brasil Ltda. - Epp",3,
"Resarlux Industria E Comercio Ltda.",3,
"Priscila Bounassar Lencastre - Me",3,
"Granitos Minete Importacao E Exportacao Ltda - Me",3,
"Bmc Hyundai S.a.",3,
"Natalia Andrea Amaral Rios - Me",3,
"Magadal Madeiras Ltda - Epp",3,
"Forbo Siegling Brasil Ltda",3,
"Metalurgica Scai Ltda",3,
"O. V. D. Importadora E Distribuidora Ltda",3,
"Viamar Mineracao Ltda - Me",3,
"Granero Limpadores De Parabrisas Ltda",3,
"Tramar Industrial Ltda",3,
"G. M. F. Comercio De Artigos Em Couro E Importacao E Ex",3,
"Emmegi Do Brasil Maquinas E Equipamentos Industriais Lt",3,
"Oest-fer Comercio E Importacao De Metais Ltda - Epp",3,
"Intersmart Comercio, Importacao E Exportacao De Equipam",3,
"Moinhos Unidos Brasil Mate S a",3,
"Roberlo Do Brasil Industria, Comercio E Distribuicao De",3,
"Metalurgica Schiffer Sa",3,
"Mundopecas Do Brasil Ltda",3,
"Forever 5 Comercial Importadora E Exportadora Ltda",3,
"Aviario Santo Antonio Ltda",3,
"Juanfede Importadora E Exportadora Ltda - Epp",3,
"Plastic Omnium Do Brasil Ltda",3,
"J Fernandes Neto - Me",3,
"Fruteiras Marmores E Granitos Eireli",3,
"Unipar Carbocloro S.a.",3,
"Sintenac Industria E Com.de Produtos Sinteticos Ltda",3,
"Mecal Bras Ltda",3,
"Blue Ocean - Industria E Comercio, Importacao E Exporta",3,
"Cialeather Couros Ltda",3,
"Florema Do Brasil Agrifloricultura Ltda",3,
"Oliveira Comercio Importacao E Exportacao De Alimentos",3,
"Basim Maquinas Ltda.",3,
"Tecsys Do Brasil Industrial Ltda",3,
"Empresa Industrial E Comercial Fuck S a",3,
"Mig Plus Agroindustrial Ltda",3,
"Nurnberg & Nurnberg Ltda - Epp",3,
"Gramotos Comercio De Moto Pecas Eireli",3,
"Teadit Juntas Ltda",3,
"Isolare Comercio De Isolantes Ltda - Me",3,
"Sunyata Produtos Alternativos Ltda",3,
"Floractive Industria E Comercio De Cosmeticos Eireli -",3,
"Mauricio Silveira Castanho",3,
"Tsl - Tecnologia Em Sistemas De Legislacao Ltda.",3,
"Ascoval Industria E Comercio Ltda",3,
"Metalurgica Orca Ltda - Epp",3,
"Bosch Engenharia Ltda",3,
"Dpc Do Brasil Ltda",3,
"Incomatti Florestal Ltda",3,
"Kiko Confeccoes Ltda - Epp",3,
"Quimica Central Do Brasil Ltda",3,
"Sumatra - Comercio Exterior Ltda",3,
"Plastform Ind E Com Ltda",3,
"Rcd Fabrics Industria, Importacao E Exportacao Ltda.",3,
"Roveda Industria Quimica Ltda",3,
"Santa Catarina Industria E Comercio De Compensados Ltda",3,
"Surita Comercio E Exportadora De Cafe Ltda",3,
"Redeplast Industria De Calcados Eireli",3,
"Systhex - Sistemas De Implantes Osseo Integrado Ltda",3,
"Q.alimentare Comercio, Importacao E Exportacao Eireli",3,
"Inmapel Industria De Madeiras Petri Ltda - Epp",3,
"Madeireira Barra Grande Ltda",3,
"Tecnident Equipamentos Ortodonticos Ltda - Epp",3,
"Nissin Brake Do Brasil Ltda",3,
"Abrilar Industria De Esquadrias Ltda",3,
"Incom - Industrial Eireli",3,
"Metalurgica Saraiva Industria E Comercio Ltda",3,
"Arco Iris Brasil Ind Com De Produtos Alimenticios Ltda",3,
"Kamixxi Confeccoes, Exportacao E Importacao Ltda - Epp",3,
"Orbis Mertig Do Brasil Ltda",3,
"Mult Parts Importacao E Exportacao Ltda",3,
"Neo-plastic Embalagens Plasticas Eireli",3,
"Lana Samira Auada - Me",3,
"Retronorte Ind. Com. Exportacao E Importacao Eireli",3,
"Raudi Industria E Comercio Ltda",3,
"J. B. Tecnologia Industrial Ltda - Epp",3,
"Safe-tec Equipamentos De Seguranca Ltda. - Epp",3,
"Aldeke - Comercio, Importacao E Exportacao Ltda - Epp",3,
"Sul Marine Supply Fornecedora De Mercadorias E Servicos",3,
"Hubner Sanfonas Industriais Ltda",3,
"Nitaplast Ind E Com De Plasticos Industriais Ltda",3,
"Goon Comercio De Artigos Do Vestuario Ltda",3,
"Printcor-industria E Comercio De Tintas E Vernizes Ltda",3,
"Safetline Equipamentos De Seguranca Ltda",3,
"Repapel Comercio De Papeis Ltda",3,
"Piacentini & Cia. Ltda.",3,
"Industrial Margil Ltda - Me",3,
"Sociedade Paulista De Tubos Flexiveis Ltda",3,
"Cezan Embalagens Ltda",3,
"Simisa Simioni Metalurgica Ltda Em Recuperacao Judicial",3,
"Zschimmer & Schwarz Do Brasil Ltda.",3,
"Bebidas Grassi Do Brasil Ltda - Epp",3,
"Menin Importacao E Exportacao De Hortifrutigranjeiros L",3,
"Sarens Brasil Locacao De Equipamentos Para Construcao L",3,
"Colorpelli Comercio De Couros Eireli - Epp",3,
"Carrera Industria De Calcados Ltda",3,
"Indrel Industria De Refrigeracao Londrinense Ltda",3,
"Omron Componentes Automotivos Ltda",3,
