Lemma,poscode,surface
"Wacker Quimica Do Brasil Ltda",3,
"Delta Greentech (Brasil) Sa",3,
"Exportadora Santiago Ltda",3,
"Margusa - Maranhao Gusa Ltda",3,
"Ceramica Ramos Ltda",3,
"Dina Dinamarca Industrial Agricola Ltda",3,
"Planeta Pedra Ltda",3,
"Renner Sayerlack S/a",3,
"Nkg Fazendas Brasileiras Limitada",3,
"Recicla - Industria E Comercio De Metais Ltda - Me",3,
"Elkem Participacoes, Industria E Comercio Ltda",3,
"Mueller Eletrodomesticos Ltda",3,
"Riocitrus Comercio Importacao E Exportacao De Alimentos",3,
"Lafer S a Industria E Comercio",3,
"Gdm Industria E Comercio De Plasticos Ltda.",3,
"Bnh Comercial Exportadora Ltda",3,
"Aisin Automotive Ltda.",3,
"Vesuvius Refratarios Ltda",3,
"Cia. Hering",3,
"Compensados Relvaplac Ltda",3,
"Esmaltec S/a",3,
"B.o Paper Brasil Industria De Papeis Ltda",3,
"Lavoura Commodities Ltda",3,
"Liebherr Brasil Guindastes E Maquinas Operatrizes Ltda",3,
"Exportadora E Importadora Globo Ltda",3,
"Marquesa S/a",3,
"Tropicalmad Industria De Madeiras Ltda - Me",3,
"Muranaka Comercio Importacao E Exportacao Eireli",3,
"R.e.d. Graniti Mineracao Ltda",3,
"Cryovac Brasil Ltda",3,
"Ledervin Industria E Comercio Ltda.",3,
"Delta Industria Ceramica Ltda",3,
"Cia De Fiacao E Tecidos Cedro E Cachoeira",3,
"Comercial De Alimentos Talisma Ltda.",3,
"Haver & Boecker Latinoamericana Maquinas Limitada",3,
"Dyna Industria E Comercio Ltda.",3,
"Sansuy S/a Industria De Plasticos Em Recuperacao Judici",3,
"Sancoffee - Cooperativa Dos Produtores De Cafes Especia",3,
"Thyssenkrupp Brasil Ltda.",3,
"Cristalia Produtos Quimicos Farmaceuticos Ltda",3,
"Sociedade Biblica Do Brasil",3,
"Comando Da Marinha",3,
"Eurofarma Laboratorios S.a.",3,
"Raumak Exportadora Ltda",3,
"Amazonia Comercio Importacao E Exportacao De Metais Ltd",3,
"Ms Pescados Comercio Importacao E Exportacao Ltda",3,
"Brasilimentos Comercio De Alimentos Eireli",3,
"Esquadribras - Industria De Esquadrias Ltda",3,
"Abj Comercio Agricola Ltda",3,
"America Alimentos Eireli",3,
"Calcados Ramarim Nordeste Ltda.",3,
"Degan Importacao E Exportacao Ltda",3,
"Sisall- Manufaturados De Sisal Industria, Comercio, Imp",3,
"Industria, Comercio E Exportacao De Madeiras Cedroarana",3,
"Rio Bravo Exportadora De Materiais De Construcao Ltda",3,
"Arch Quimica Brasil Ltda",3,
"Marmi Orobici Do Brasil Ltda",3,
"Ad'oro S.a.",3,
"Bravox S a Industria E Comercio Eletronico",3,
"Marely Moveis Ltda",3,
"Fortaleza Comercio De Resinas Ltda",3,
"Cosmos Exportacao De Material De Construcao Ltda",3,
"Gransena Exportacao E Comercio Ltda",3,
"Sideragro Siderurgicos E Agropecuarios Ltda",3,
"Embramaco - Empresa Brasileira De Materiais Para Constr",3,
"Calcados Marte Ltda",3,
"M I Swaco Do Brasil - Comercio, Servicos E Mineracao Lt",3,
"Inylbra Industria E Comercio Ltda",3,
"Laminor S.a.",3,
"Soimpex S.a.",3,
"Intercast S/a",3,
"Marangatu Sementes Ltda",3,
"Guardian Do Brasil Vidros Planos Ltda",3,
"Miriri Alimentos E Bioenergia S/a.",3,
"Textil Osman Ltda",3,
"Coretrans Comercial Ltda",3,
"Terra Comercio E Exportacao De Cereais Ltda.",3,
"Galeria De Arte Raquel Arnaud Ltda - Epp",3,
"Voss Automotive Ltda",3,
"Farfri Industria E Comercio Ltda",3,
"Pisa Industria De Papeis Ltda.",3,
"Guararapes Paineis S/a",3,
"Lodi Cristais Ltda",3,
"Cia Agropecuaria Monte Alegre",3,
"Selectas S a Industria E Comercio De Madeiras",3,
"Cromus Granitos E Marmores Eireli",3,
"Famachiq Ltda.",3,
"Koala Energy Ltda",3,
"Virgolino De Oliveira S/a - Acucar E Alcool",3,
"Siderurgica Norte Brasil S.a.",3,
"Solana Agro Pecuaria Ltda",3,
"Diehl Do Brasil Metalurgica Ltda",3,
"Microinox - Fundicao De Precisao E Usinagem Ltda.",3,
"Barbieri Do Brasil Industria E Comercio De Perfis Ltda.",3,
"Metalurgica Riosulense Sa",3,
"Reckitt Benckiser ( Brasil ) Ltda.",3,
"Madal Palfinger S/a",3,
"Reason Tecnologia S.a.",3,
"Ge Power & Water Equipamentos E Servicos De Energia E T",3,
"Citroleo Industria E Comercio De Oleos Essenciais Ltda",3,
"Andritz Hydro S/a",3,
"Sms Infocomm Servicos E Gerenciamento De Solucoes De Te",3,
"Vero Moc Industria E Comercio De Calcados Ltda",3,
"Barcellona Industria E Comercio De Moveis Ltda.",3,
"Esab Industria E Comercio Ltda",3,
"Hellermanntyton Ltda",3,
"Volmer Parts Comercial Exportadora Ltda",3,
"Sata Brasil Ltda",3,
"Aoi-yama Industria De Compensados Ltda",3,
"Altenburg Textil Ltda",3,
"Ipesca Industria De Pesca Ltda - Me",3,
"I.t.b. - Equipamentos Eletricos Ltda",3,
"Tramontina Belem Sa",3,
"Caceres Florestal Sa",3,
"G. Pierotti Ship Supplier Ltda",3,
"Spgprints Brasil Ltda",3,
"Caliman Agricola S/a-em Recuperacao Judicial",3,
"Sinto Brasil Produtos Limitada.",3,
"Kongsberg Automotive Ltda",3,
"Copobras S/a. Industria E Comercio De Embalagens",3,
"Industria Grafica Foroni Ltda",3,
"Motoppar Industria E Comercio De Automatizadores Ltda",3,
"Klin Produtos Infantis Ltda",3,
"Calcados Pegada Nordeste Ltda.",3,
"Snr Rolamentos Do Brasil Ltda",3,
"Syngenta Seeds Ltda.",3,
"Ace Schmersal Eletroeletronica Industrial Ltda",3,
"Papaiz Nordeste Industria E Comercio Ltda",3,
"Minerios De Bom Jardim Sa",3,
"Ab Sistema De Freios Ltda",3,
"O-tek Tubos Brasil Ltda.",3,
"Solazyme Bunge Produtos Renovaveis Ltda",3,
"Armco Do Brasil S/a",3,
"Pacifico Sul Comercial E Exportadora Ltda",3,
"Ahlstrom Brasil Industria E Comercio De Papeis Especiai",3,
"Frigorifico Sao Miguel Ltda",3,
"Industrias Nucleares Do Brasil S.a.inb",3,
"Granexpo Do Brasil Granitos Ltda",3,
"Juparana Comercial Agricola Ltda",3,
"Energia Madeiras - Industrial E Comercial S a",3,
"Hoganas Brasil Ltda",3,
"Fazenda Santa Terezinha Ltda.",3,
"Cooperativa Dos Agricultores Familiares De Poco Fundo E",3,
"Fluoromasters Polimeros Industria, Comercio, Importacao",3,
"Testi Do Brasil Marmores E Granitos Ltda",3,
"Ducoco Produtos Alimenticios S/a",3,
"Laminort Industria E Comercio De Laminas Ltda",3,
"G. C. Madeiras Com. Ind. E Exportacao Ltda - Epp",3,
"Aguia Sistemas De Armazenagem S/a",3,
"A. Raymond Brasil Ltda",3,
"Prensa Jundiai S/a",3,
"Avanti Empreendimentos S/a",3,
"Dayco Power Transmission Ltda",3,
"Rosset & Cia Ltda",3,
"Laboratorios Stiefel Ltda",3,
"Metagal Industria E Comercio Ltda",3,
"Schwing Equipamentos Industriais Ltda",3,
"Chemyunion Ltda",3,
"Landis+gyr Equipamentos De Medicao Ltda",3,
"Jost Brasil Sistemas Automotivos Ltda",3,
"Merconfoz Com-rcio De Importa--o E Exporta--o Ltda",3,
"Comercial Exportadora Rinoldi Ltda",3,
"Industria De Calcados Kissol Ltda",3,
"Uniao Casings Importacao E Exportacao Ltda",3,
"Columbia Tecnologia Em Petroleo E Servicos Sa",3,
"Mattheis Borg Administracao Particip Com E Ind Ltda",3,
"Arbaza Alimentos Ltda",3,
"F. M. Coempar Comercial Ltda",3,
"Comercio De Ferro Arevalo & Junior Eireli",3,
"Faurecia Emissions Control Technologies Do Brasil S.a.",3,
"Saur Equipamentos S/a",3,
"Oksebra Do Brasil Artefatos De Couro Ltda",3,
"Calcados Ferracini Ltda",3,
"Icsa Do Brasil Ltda",3,
"Magnesium Do Brasil S/a",3,
"Malhas Menegotti Industria Textil Ltda",3,
"Bertolini Moveis De Aco S/a",3,
"Agrorosa Importacao E Exportacao Ltda",3,
"Apasa Industrial E Agroflorestal Ltda",3,
"Bsb Produtora De Equipamentos De Protecao Individual S.",3,
"Industria De Molduras Moldurarte Ltda",3,
"Fante Industria De Bebidas Ltda",3,
"Lynd Calcados Ltda",3,
"Comercializadora E Exportadora De Sementes Germisul Ltd",3,
"Full Gauge-eletro-controles Ltda.",3,
"Emicol Eletro Eletronica S.a.",3,
"Primo Tedesco Sa",3,
"Von Roll Do Brasil Ltda",3,
"Schering Do Brasil Quimica E Farmaceutica Ltda.",3,
"Prysmian Draka Brasil S.a",3,
"Trinys Industria E Comercio Ltda.",3,
"Tuper S/a",3,
"Cofibam Industria E Comercio De Fios E Cabos Ltda.",3,
"Indusflora Produtos Florestais S/a",3,
"Sogefi Filtration Do Brasil Ltda",3,
"Nedel Citricos Industria E Comercio Ltda",3,
"V. Paza & Cia Ltda",3,
"Crs Brands Industria E Comercio Ltda",3,
"Karam & Karam Ltda",3,
"Visteon Amazonas Ltda",3,
"Agrocete Industria De Fertilizantes Ltda",3,
"Stefenoni Interagricola Ltda",3,
"Bertolini Sistemas De Armazenagem S/a",3,
"Gramarcal Granitos,marmores E Calcareos Ltda",3,
"Usina Bazan Sa",3,
"Exportadora De Armarinhos Rahal Ltda",3,
"Thor Nordeste Granitos Ltda",3,
"Implementos Agricolas Jan S a",3,
"Codina Peles Ltda - Me",3,
"Coexpa Comercio E Exportacao De Produtos Da Amazonia Ei",3,
"Carel Sud America Instrumentacao Eletronica Ltda",3,
"Omnisys Engenharia Ltda",3,
"Win Alliance International Eireli - Epp",3,
"Companhia De Fiacao E Tecidos Santo Antonio",3,
"Orlando Polato",3,
"Marangoni Tread Latino America Industria E Comercio De",3,
"Padtec S/a",3,
"Kyb-mando Do Brasil Fabricante De Autopecas S.a",3,
"Pacifil Brasil- Industria , Comercio, Importacao E Expo",3,
"Delly Kosmetic Comercio E Industria Ltda",3,
"Siderurgia Santo Antonio Ltda",3,
"Saargummi Do Brasil Ltda",3,
"Intercontinental Foods - Comercio De Alimentos Ltda - E",3,
"Mg2 Marmores E Granitos Ltda",3,
"Guarulhos Comercio De Sucatas Ltda",3,
"Americana Granitos Do Brasil Ltda",3,
"Cecal Industria E Comercio Ltda",3,
"Renar Moveis Ltda",3,
"Colormatrix Do Brasil Industria E Comercio De Pigmentos",3,
"Beraca Ingredientes Naturais S.a",3,
"Nakata Automotiva S.a.",3,
"Poseidon Industria E Comercio De Pescados Ltda",3,
"Florestal Pinus Sul Brasil Ltda",3,
"Industria Metaloquimica Kels Ltda",3,
"Cisa Trading S/a",3,
"Stoller Do Brasil Ltda",3,
"Geneseas Aquacultura Ltda",3,
"Valeo Sistemas Automotivos Ltda.",3,
"Forquimica Agrociencia Ltda",3,
"Agropecuaria Locks Ltda",3,
"Guermand Industria E Comercio De Madeiras Ltda - Epp",3,
"Exportacao, Materiais E Alimentos Do Para Ltda - Emapa",3,
"Base Industria E Comercio De Oleos E Proteinas Ltda",3,
"Golconda Comercio, Exportacao E Importacao De Pedras Lt",3,
"F V De Araujo S a Mads Agric Ind E Comercio",3,
"Instaladora Sao Marcos Ltda",3,
"Velox Diamond Tools Industria Ltda",3,
"Zzexp Comercial Exportadora S.a.",3,
"Blue Forest Industria E Comercio Ltda",3,
"Costa Granitos Ltda",3,
"Terex Betim Equipamentos Ltda",3,
"Brasiluvas Agricola Ltda",3,
"Vulcabras Azaleia-se,calcados E Artigos Esportivos Ltda",3,
"Granibras.es-granitos Brasileiros Ltda",3,
"Cafri Comercio E Exportacao De Joias Ltda - Epp",3,
"Caemmun Industria E Comercio De Moveis Ltda",3,
"Google Brasil Internet Ltda.",3,
"Comercial Surimpex Ltda",3,
"Minorgan Industria E Comercio De Fertilizantes S.a.",3,
"Macway Comercial Exportadora Ltda",3,
"Brava Locadora De Bens Ltda",3,
"Germed Farmaceutica Ltda",3,
"Propex Do Brasil Ltda.",3,
"Ara Empreendimentos Ltda",3,
"Ruette Spices Ltda.",3,
"Sertrading (Br) Ltda.",3,
"Comercial Milano Brasil Ltdaa",3,
"Jca - Exportacao, Assessoria, Empreendimentos E Partici",3,
"Industria Textil Apucarana Ltda",3,
"Jose Luiz Colombo Citrus Eireli",3,
"Blaze Comercio Exterior Ltda - Me",3,
"Jaguacy Brasil Comercio De Frutas Limitada",3,
"Carboox Resende Quimica Industria Comercio Ltda",3,
"Cooperativa Dos Cafeicultores Da Regiao De Lajinha Ltda",3,
"Atanor Do Brasil Ltda",3,
"Agricola Ferrari Ltda",3,
"Symrise Aromas E Fragrancias Ltda.",3,
"Partner Industria E Comercio De Couros Ltda",3,
"Amazonia Florestal Ltda",3,
"Cooperaba - Cooperativa De Produtores Da Bahia",3,
"Agroval-agroindustrial Vale Do Paraiba Ltda",3,
"Auto Adesivos Parana S.a",3,
"Idimex Do Brasil Industria E Comercio De Moveis Ltda",3,
"Madeireira Rochembach Ltda",3,
"Frigorifico Redentor S/a.",3,
"Amendobras - Importacao E Exportacao De Amendoim S/a",3,
"Mameri Rochas Ltda",3,
"Tal Couros Ltda",3,
"Irmaos Trevisan Sa Industria Comercio E Agricultura",3,
"Calcados Vicenza Ltda",3,
"Agromass Brasil Agropecuaria - Importacao E Exportacao",3,
"Sa Leao Irmaos Acucar E Alcool",3,
"Fgl Do Brasil Logistica E Centro Autorizado De Servicos",3,
"Cooperativa Agricola Nova Alianca - Coana",3,
"Dentscare Ltda",3,
"Collina-s Coffee Comercio, Exportacao E Importacao De C",3,
"Somapar Sociedade Madeireira Paranaense Ltda",3,
"Calcados Bibi Ltda",3,
"Kerry Do Brasil Ltda",3,
"Lodi Comercio De Joias Ltda",3,
"Manuli Fitasa Do Brasil S/a",3,
"Interplaquel Exportacao E Importacao Ltda - Epp",3,
"Rio Frutas Exportacao Ltda.",3,
"Torfresma Industrial Ltda",3,
"Wyeth Industria Farmaceutica Ltda",3,
"Crystal Sshoes U Assessoria E Lancamentos Ltda - Epp",3,
"Gibran Exportadores De Frutas Citricas Ltda",3,
"Sugar Shoes Ltda",3,
"Granitos Colodetti Ltda",3,
"Cordoba Industrial Ltda",3,
"Infineum Brasil Limitada",3,
"Nora Martins Lobo",3,
"Elco Do Brasil Ltda.",3,
"Tabrioshi Produtos Agropecuarios Ltda",3,
"Evolution Comercio Importacao E Exportacao Limitada",3,
"F. Tarifa Eireli - Epp",3,
"Robertshaw Solucoes De Controles Ltda.",3,
"Peri Formas E Escoramentos Ltda",3,
"Stone Mineracao Ltda",3,
"Industria Agro Comercial Cassava Sa",3,
"Electro Plastic S a",3,
"Ipacol Maquinas Agricolas Ltda",3,
"Wolf & Datsch Ltda - Epp",3,
"Inter Link Do Brasil Industria E Comercio De Moveis Ltd",3,
"Rionile Madeiras Ltda",3,
"Ind De Impl Agricolas Vence Tudo Imp E Exportacao Ltda",3,
"Industria E Comercio De Calcados Ala Ltda",3,
"Dacal Industria E Comercio De Calcados Ltda - Me",3,
"Forno De Minas Alimentos S/a",3,
"Petrus Wilhelmus Jozef Schoenmaker",3,
"Avivar Alimentos Ltda",3,
"Amazon Wood Importacao E Exportacao De Madeiras Ltda",3,
"Couro & Arte Curtimento E Tapecaria Ltda",3,
"Ioto International Industria E Comercio De Produtos Aro",3,
"Cartonale Industria E Beneficiamento De Materiais Plast",3,
"U T C Engenharia S/a",3,
"Kanaflex S/a Industria De Plasticos",3,
"Fazenda Planorte Empreendimentos Agricolas Ltda",3,
"Finestra Industria E Comercio De Madeiras Ltda",3,
"Ag Sta-rita Importacao E Exportacao Ltda - Epp",3,
"Vpr Brasil - Importacoes E Exportacoes Ltda",3,
"Selgron Industrial Ltda",3,
"Epson Rio De Janeiro Importadora E Exportadora Ltda",3,
"Efx Importacao E Exportacao Ltda",3,
"Destro Macro Exportacao De Alimentos Ltda",3,
"Agropecuaria Labrunier Ltda",3,
"Ben Sabbagh Bros. Ltda - Epp",3,
"Tb Sul Industria E Comercio De Revestimentos S/a",3,
"San Marcos Revestimentos Ceramicos Ltda",3,
"Gratt Industria De Maquinas Ltda",3,
"Diageo Brasil Ltda.",3,
"Libra Ligas Do Brasil S/a",3,
"V. P. Da Silva Oliveira Com.imp.e Exp.",3,
"Procopiak Compensados E Embalagens Sa",3,
"Industria Metalurgica Frum Ltda",3,
"Brothers Marmores E Granitos Ltda - Epp",3,
"Kabek Industria E Comercio De Calcados Ltda",3,
"Baterias Cral Ltda",3,
"Cordoaria Sao Leopoldo Original Ltda",3,
"Silva Exportacao De Madeiras Ltda. - Epp",3,
"Estaleiro Schaefer Yachts Ltda.",3,
"Moveis Weihermann S a",3,
"Ebs - Fabrica De Maquinas Industriais Ltda",3,
"Mantiqueira Alimentos Ltda.",3,
"Torquato Pontes Pescados Sa",3,
"Mr Do Brasil Industria Mecanica Ltda",3,
"Santhiago Comercio De Couros Ltda",3,
"Pettrus Mineracao E Comercio Ltda - Me",3,
"Itt Bombas Goulds Do Brasil Ltda.",3,
"Jacobs Douwe Egberts Br Comercializacao De Cafes Ltda.",3,
"Essilor Da Amazonia Industria E Comercio Ltda",3,
"Jlg Latino Americana Ltda",3,
"Wika Do Brasil Industria E Comercio Ltda",3,
"Carrer Alimentos Ltda",3,
"Curtume Cacique Ltda",3,
"Gequimica S.a. Industria E Comercio",3,
"Aptar B&h Embalagens Ltda",3,
"Bw&p Sistemas De Solda E Pintura Ltda",3,
"Lupo S.a.",3,
"Fih Do Brasil Industria E Comercio De Eletronicos Ltda",3,
"Leardini Pescados Ltda",3,
"Sisalgomes Ind Com E Lavoura Ltda",3,
"Medicouros Comercio De Couros Ltda",3,
"Tavejho Comercio Importador E Exportador De Cereais Ltd",3,
"Monte Negro Granitos Ltda",3,
"Maclean Power Systems Do Brasil Ltda.",3,
"Seadrill Servicos De Petroleo Ltda",3,
"Sm Madeiras Ltda",3,
"Spectrum Brands Brasil Industria E Comercio De Bens De",3,
"Isoeste Construtivos Isotermicos Ltda",3,
"Central De Cooperativas Apicolas Do Semi-arido Brasilei",3,
"Simbraex Marmores E Granitos - Eireli",3,
"Alfa Graniti Brasil Ltda",3,
"P B Zanzini & Cia Ltda",3,
"Piomade Industria De Madeiras Ltda",3,
"Ceramica Savane Ltda",3,
"Pedro Luiz Ribeiro",3,
"Paema Embalagens Ltda",3,
"Bello Fruit Importacao E Exportacao Ltda",3,
"Verde Brasil Madeiras Ltda - Epp",3,
"Salvaro Industria E Comercio De Madeira Ltda",3,
"Nutrimilho Industria E Comercio De Alimentos Ltda",3,
"Pegatron Servicos De Informatica Ltda",3,
"Abex Exportacao E Comercio De Cafe Ltda.",3,
"Quanto Alimentos Industria E Comercio Ltda",3,
"Custodio Forzza Comercio E Exportacao Ltda",3,
"Cliptech Industria E Comercio Ltda",3,
"Exportadora Jr Ltda",3,
"Sander Irmaos Cia Ltda",3,
"Alvorada Mineracao Comercio E Exportacao Ltda - Epp",3,
"Ceramica Elizabeth Sul Ltda",3,
"Campari Do Brasil Ltda",3,
"Blue Leather Industria De Couro Ltda",3,
"Roca Sanitarios Brasil Ltda",3,
"Vonpar Alimentos S/a",3,
"Industria E Comercio De Alimentos Supremo Ltda",3,
"Pernod Ricard Brasil Industria E Comercio Ltda",3,
"Sumitomo Industrias Pesadas Do Brasil Ltda.",3,
"Astrazeneca Do Brasil Ltda.",3,
"Laboratorios B Braun Sa",3,
"Swedish Match Do Brasil Sa",3,
"Aguia Florestal Industria De Madeiras Ltda",3,
"Lb Servicos E Comercio De Obras De Arte Ltda - Epp",3,
"Farben Sa Industria Quimica",3,
"Servcom Comercio Exterior S/a.",3,
"Latinsem Comercio, Importacao E Exportacao De Sementes",3,
"Scp Comercio Importacao E Exportacao De Alimentos Ltda",3,
"Compensados Drabecki Ltda.",3,
"Mpa Steel Comercio Importacao E Exportacao De Metais Ei",3,
"Karcher Industria E Comercio Limitada",3,
"Tremarin Madeiras Ltda",3,
"Moinho - Comercial, Importadora E Exportadora Ltda",3,
"Agronogueira Importacao E Exportacao Ltda",3,
"Jj Thomazi & Cia Ltda",3,
"Imerys Fused Minerals Salto Ltda.",3,
"Usina Sao Jose Do Pinheiro Ltda",3,
"Continental Automotive Do Brasil Ltda.",3,
"Blue Trade Comercial Exportadora E Importadora Ltda",3,
"Gramic - Granitos E Marmores Ltda.",3,
"Chemtura Industria Quimica Do Brasil Limitada",3,
"White Solder Metalurgia E Mineracao Ltda",3,
"Ibi Do Brasil Produtos Florestais Ltda.",3,
"Pepsi-cola Industrial Da Amazonia Ltda",3,
"Industria De Moveis Imperial Ltda",3,
"Huntsman Quimica Brasil Ltda.",3,
"Hendrix Genetics Ltda",3,
"Boxflex Componentes Para Calcados Ltda",3,
"Enersystem Do Brasil Ltda.",3,
"Amphenol Tfc Do Brasil Ltda",3,
"Fabrica De Pecas Eletricas Delmar Ltda",3,
"Profigen Do Brasil Ltda",3,
"Kit S Parana-industria E Comercio De Moveis Ltda",3,
"Arteche Edc Equipamentos E Sistemas S/a",3,
"Indaial Papel Embalagens Ltda",3,
"Safilo Do Brasil Ltda.",3,
"Porcher Do Brasil Tecidos De Vidro Ltda",3,
"Betunel Industria E Comercio S/a",3,
"Cras Logistica Importacao E Exportacao Ltda - Me",3,
"Cais Do Atlantico Industria E Comercio De Pescados Eire",3,
"Amazonas Industrias Alimenticias S a Amasa",3,
"A. B. Comercio Exterior Ltda",3,
"Minerva Dawn Farms Industria E Comercio De Proteinas S/",3,
"Imarf Industria De Granitos Do Ceara Ltda",3,
"Denso Sistemas Termicos Do Brasil Ltda.",3,
"Quercegen Agronegocios I Ltda.",3,
"Pazigram-pazini Granitos E Marmores Ltda",3,
"Fame - Fabrica De Aparelhos E Material Eletrico Ltda",3,
"Bravis Comercial Exportadora Ltda",3,
"Fundimig Eireli",3,
"Smar Equipamentos Industriais Ltda Em Recuperacao Judic",3,
"Tecnoval Laminados Plasticos Ltda",3,
"Granex Do Brasil Ltda - Epp",3,
"Naturale Granitos E Marmores Eireli - Epp",3,
"Bitzer Compressores Ltda",3,
"Maraschin Comercial Exportadora Ltda",3,
"Usina Bela Vista S/a",3,
"100 (Por Cento) Amazonia Exportacao E Representacao Ltd",3,
"Metalurgica Trapp Ltda",3,
"Metalurgica Schwarz S/a",3,
"Irrigabras Irrigacao Do Brasil Ltda",3,
"Usaciga - Acucar, Alcool E Energia Eletrica S/a.",3,
"Albasteel Industria E Comercio De Ligas Para Fundicao L",3,
"Pastificio Selmi Sa",3,
"Aggreko Energia Locacao De Geradores Ltda.",3,
"Calcados Furlanetto Ltda",3,
"Multi-pine Wood Trading Ltda.",3,
"Marin Papaya Agricola Ltda",3,
"Ecolab Quimica Ltda",3,
"Globus Sistemas Eletronicos Ltda",3,
"Target Trading S.a.",3,
"Atlantica Comercio & Transporte De Residuos Eireli  - M",3,
"Conduspar Condutores Eletricos Ltda",3,
"Sabic Innovative Plastics South America - Industria E C",3,
"Exotic Importacao, Exportacao De Marmores E Granitos Lt",3,
"Textil Farbe Ltda",3,
"Igm-internacional Granitos E Marmores Ltda",3,
"Askoll Brasil Ltda",3,
"Hildebrand Industria Importacao E Exportacao De Produto",3,
"Excope-comercio, Exportacao E Importacao Ltda - Epp",3,
"Novaagri Infra-estrutura De Armazenagem E Escoamento Ag",3,
"Zeppelin Systems Latin America Equipamentos Industriais",3,
"Ciex Comercio Industria E Exportacao Ltda",3,
"Algar Aviation Taxi Aereo S/a",3,
"Cruzeiro Papeis Industriais Ltda",3,
"Metalurgica Siemsen Limitada",3,
"Colorminas Colorificio E Mineracao S/a",3,
"Tableros Ind. E Com. De Paineis Ltda",3,
"Ficosa Do Brasil Ltda",3,
"Evonik Degussa Brasil Ltda.",3,
"Cicloaco Produtos Siderurgicos Ltda.",3,
"Progress Brazil - Comercio De Alimentos Ltda",3,
"Bagatini Pedras Ltda",3,
"Royal Max Do Brasil Industria E Comercio Ltda.",3,
"Mebrafe Instalacoes E Equipamentos Frigorificos Ltda",3,
"Jtekt Automotiva Brasil Ltda",3,
"Granito's Litoral Ltda",3,
"Robert Brasil Beneficiamento, Secagem, Logistica E Expo",3,
"Michel Thierry Do Brasil Industria Textil Ltda",3,
"Ideal Comercio Importacao E Exportacao De Las Ltda - Ep",3,
"Klockner Pentaplast Do Brasil Ltda",3,
"Harima Do Brasil Industria Quimica Ltda",3,
"Industrial Madeireira S a",3,
"Madeireira Bianchini Ltda",3,
"Angelus Industria De Produtos Odontologicos S/a",3,
"Bagley Do Brasil Alimentos Ltda",3,
"Ipel-itibanyl Produtos Especiais Ltda.",3,
"Agriter Agronegocios Ltda",3,
"Madeireira Thomasi S a",3,
"Apis Flora Industrial E Comercial Ltda",3,
"Pampili Produtos Para Meninas Ltda",3,
"Micro Juntas Industria E Comercio Ltda",3,
"Bhs Corrugated South America Ltda",3,
"Paranoa Industria De Borracha S/a",3,
"Fresenius Medical Care Ltda",3,
"Aperam Inox Tubos Brasil Ltda.",3,
"Singer Do Brasil Industria E Comercio Ltda",3,
"Metalimpex Do Nordeste Ltda",3,
"Black Slate Industria De Ardosia Ltda",3,
"Francine Moveis Ltda",3,
"Dassoler Agronegocios Ltda",3,
"Frigorifico Jr Ltda",3,
"Mgt Brasil Comercial Importadora E Exportadora Ltda",3,
"Santos Andira Industria De Moveis Ltda",3,
"Zanotti S.a.",3,
"Moveis Civardi Ltda",3,
"Ingersoll-rand Industria, Comercio E Servicos De Ar Con",3,
"Gts Do Brasil Ltda",3,
"Baumer S a",3,
"Moveis Jor Ltda",3,
"Braslo Produtos De Carne Ltda",3,
"Cvn Comercio, Importacao, Exportacao E Distribuicao De",3,
"Comexi Do Brasil Ltda",3,
"J.a Comercio De Generos Alimenticios E Servicos Ltda",3,
"Genialflex Moveis Ltda - Epp",3,
"Ledvance Brasil Comercio De Produtos De Iluminacao Ltda",3,
"Set Stones Industria E Comercio De Substancias Minerais",3,
"Alliance Stone Marmores E Granitos Ltda",3,
"Tramontina Eletrik S.a.",3,
"Graftech Brasil Participacoes Ltda",3,
"Prete & Prete Imp. E Exp. Ltda",3,
"Westcon Brasil Ltda",3,
"Industrial Madeireira Litoral Ltda",3,
"Freudenberg-nok Componentes Brasil Ltda",3,
"Barcelona Importacao E Exportacao De Frutas Ltda.",3,
"Itautinga Agro Industrial S a",3,
"Mix Industria E Comercio De Cereais Ltda",3,
"Sidor Industria E Comercio Ltda",3,
"Fabrima Maquinas Automaticas Ltda",3,
"Oza Rochas Do Brasil Ltda",3,
"Jacigua Marmores E Granitos Ltda",3,
"Foseco Industrial E Comercial Ltda",3,
"Fravi Industria E Comercio De Equipamentos Agricolas Lt",3,
"Bolsa De Arte Ltda - Epp",3,
"Mirvi Brasil Ltda.",3,
"Harman Do Brasil Industria Eletronica E Participacoes L",3,
"Seleme, Seleme & Cia. Ltda.",3,
"Companhia De Alimentos Uniaves",3,
"Brametal S/a",3,
"Kaper Sao Paulo Comercio De Papeis Ltda",3,
"Dsm Trading Company S.a",3,
"Santista Work Solution S.a.",3,
"Metalac Sps Industria E Comercio Ltda.",3,
"Industria De Balas Finas Munarfrey Ltda",3,
"Matrunita Da Amazonia Apicultura Ltda",3,
"Pricol Do Brasil Componentes Automotivos Ltda",3,
"Ipex Comercio De Madeiras Ltda",3,
"Fabrica De Moveis Florense Ltda",3,
"Alpha Assembly Solutions Brasil Soldas Ltda",3,
"Acucareira Virgolino De Oliveira S/a",3,
"Kopek Industrial Ltda.",3,
"Guarany Industria E Comercio Ltda",3,
"Sainte Marie Importacao E Exportacao Ltda",3,
"Hmy Do Brasil Ltda.",3,
"Onduline Do Brasil Ltda.",3,
"Millar Importacao E Exportacao Ltda",3,
