lemma,poscode,surface
Avenida,3
Aeroporto,3
Alameda,3
área,3
Campo,3
Chácara,3
Colônia,3
Condomínio,3
Conjunto,3
Distrito,3
Esplanada,3
Estação,3
Estrada,3
Favela,3
Fazenda,3
Feira,3
Jardim,3
Ladeira,3
Lago,3
Lagoa,3
Largo,3
Loteamento,3
Morro,3
Núcleo,3
Parque,3
Passarela,3
Pátio,3
Praça,3
Quadra,3
Recanto,3
Residencial,3
Rodovia,3
Setor,3
Sítio,3
Travessa,3
Trecho,3
Trevo,3
Vale,3
Vereda,3
Via,3
Viaduto,3
Viela,3
Vila,3
Outros,3
Rua,3
